# redshift    SN_Ia    SN_II    SN_Ibc
3.141047634930861920e-01 2.324591066924916738e-01 5.372786253152557201e-01 2.302622679922524673e-01
3.139942251730813427e-01 2.324663044462764172e-01 5.372735868876064025e-01 2.302601086661170415e-01
3.138837035087405081e-01 2.324735004268136396e-01 5.372685497012303912e-01 2.302579498719558859e-01
3.137731978659413778e-01 2.324806946338226210e-01 5.372635137563241958e-01 2.302557916098532109e-01
3.136627082410944900e-01 2.324878870646752416e-01 5.372584790547272338e-01 2.302536338805974137e-01
3.135522346306110486e-01 2.324950777134162372e-01 5.372534456006086145e-01 2.302514766859751205e-01
3.134417770309024798e-01 2.325022665784675091e-01 5.372484133950726770e-01 2.302493200264597306e-01
3.133313354383809313e-01 2.325094536608047491e-01 5.372433824374366340e-01 2.302471639017585614e-01
3.132209098494586619e-01 2.325166389628235408e-01 5.372383527260234937e-01 2.302450083111529378e-01
3.131105002605482635e-01 2.325238224863976633e-01 5.372333242595215275e-01 2.302428532540806705e-01
3.130001066680633270e-01 2.325310042336265759e-01 5.372282970364613552e-01 2.302406987299120134e-01
3.128897304283962955e-01 2.325381842155040957e-01 5.372232710491471330e-01 2.302385447353487713e-01
3.127793701900625223e-01 2.325453624291587695e-01 5.372182462995888086e-01 2.302363912712523386e-01
3.126690259353530621e-01 2.325525388770798285e-01 5.372132227860441089e-01 2.302342383368760348e-01
3.125586976606830603e-01 2.325597135505583224e-01 5.372082005146090466e-01 2.302320859348324644e-01
3.124483853624683283e-01 2.325668864460082585e-01 5.372031794877941691e-01 2.302299340661975169e-01
3.123380890371245666e-01 2.325740575634152041e-01 5.371981597056093571e-01 2.302277827309754388e-01
3.122278086810683639e-01 2.325812269050339109e-01 5.371931411664762068e-01 2.302256319284898267e-01
3.121175442907162534e-01 2.325883944726910291e-01 5.371881238691162963e-01 2.302234816581927024e-01
3.120072958624858783e-01 2.325955602684753598e-01 5.371831078120672398e-01 2.302213319194573726e-01
3.118970637817367608e-01 2.326027242969112563e-01 5.371780929921620151e-01 2.302191827109265898e-01
3.117868486201870182e-01 2.326098865656984760e-01 5.371730794040110446e-01 2.302170340302904517e-01
3.116766494079730165e-01 2.326170470735352824e-01 5.371680670485252662e-01 2.302148858779394236e-01
3.115664661415138981e-01 2.326242058188032202e-01 5.371630559268376626e-01 2.302127382543590062e-01
3.114562988172291935e-01 2.326313627942034334e-01 5.371580460440575910e-01 2.302105911617389755e-01
3.113461474315389332e-01 2.326385179973091133e-01 5.371530374018835818e-01 2.302084446008072494e-01
3.112360119808635361e-01 2.326456714290947581e-01 5.371480299996336250e-01 2.302062985712715615e-01
3.111258924616239208e-01 2.326528230914338968e-01 5.371430238359962139e-01 2.302041530725698337e-01
3.110157888702413387e-01 2.326599729861304755e-01 5.371380189097085811e-01 2.302020081041608324e-01
3.109057012031374856e-01 2.326671211150980745e-01 5.371330152194312424e-01 2.301998636654705443e-01
3.107956300357670454e-01 2.326742674848161496e-01 5.371280127606287147e-01 2.301977197545551634e-01
3.106855755387878948e-01 2.326814121013583980e-01 5.371230115290490659e-01 2.301955763695924806e-01
3.105755369533181875e-01 2.326885549628872341e-01 5.371180115259789334e-01 2.301934335111338326e-01
3.104655142757815622e-01 2.326956960662389384e-01 5.371130127536326571e-01 2.301912911801282935e-01
3.103555075026018795e-01 2.327028354051730308e-01 5.371080152163788535e-01 2.301891493784480880e-01
3.102455166302038880e-01 2.327099729776865022e-01 5.371030189156194012e-01 2.301870081066940410e-01
3.101355416550123922e-01 2.327171087853013853e-01 5.370980238502890414e-01 2.301848673644095733e-01
3.100255825734525295e-01 2.327242428294470922e-01 5.370930300193869078e-01 2.301827271511658335e-01
3.099156393819501587e-01 2.327313751118995078e-01 5.370880374216702169e-01 2.301805874664301088e-01
3.098057120769313610e-01 2.327385056345903924e-01 5.370830460557867170e-01 2.301784483096228628e-01
3.096958012113384950e-01 2.327456344055033877e-01 5.370780559161475454e-01 2.301763096783489559e-01
3.095859069800184216e-01 2.327527614291934055e-01 5.370730669995645856e-01 2.301741715712419534e-01
3.094760286224292889e-01 2.327598867036404506e-01 5.370680793074515957e-01 2.301720339889078426e-01
3.093661661349991765e-01 2.327670102259202511e-01 5.370630928418557160e-01 2.301698969322238941e-01
3.092563195141564969e-01 2.327741319896170780e-01 5.370581076072680204e-01 2.301677604031148738e-01
3.091464887563301622e-01 2.327812519930770319e-01 5.370531236048460277e-01 2.301656244020768849e-01
3.090366738579494732e-01 2.327883702374526076e-01 5.370481408337831608e-01 2.301634889287642038e-01
3.089268748154442301e-01 2.327954867241353587e-01 5.370431592931051989e-01 2.301613539827593868e-01
3.088170916252446219e-01 2.328026014549108846e-01 5.370381789815622531e-01 2.301592195635266958e-01
3.087073242837810594e-01 2.328097144330580071e-01 5.370331998968593812e-01 2.301570856700825840e-01
3.085975731092447383e-01 2.328168256637638822e-01 5.370282220353651548e-01 2.301549523008707965e-01
3.084878387451841508e-01 2.328239351537156887e-01 5.370232453923989846e-01 2.301528194538852712e-01
3.083781202171236857e-01 2.328310429001357040e-01 5.370182699699049822e-01 2.301506871299592860e-01
3.082684175214958078e-01 2.328381489016451145e-01 5.370132957688483755e-01 2.301485553295064546e-01
3.081587306547333704e-01 2.328452531511307766e-01 5.370083227942084036e-01 2.301464240546607365e-01
3.080490596132698933e-01 2.328523556464490440e-01 5.370033510474856442e-01 2.301442933060652840e-01
3.079394043935390068e-01 2.328594563884525959e-01 5.369983805280831302e-01 2.301421630834641907e-01
3.078297649919749523e-01 2.328665553784864950e-01 5.369934112350593924e-01 2.301400333864540293e-01
3.077201414050122485e-01 2.328736526181840460e-01 5.369884431672711234e-01 2.301379042145447751e-01
3.076105336290861914e-01 2.328807481118432277e-01 5.369834763217097295e-01 2.301357755664470151e-01
3.075009416606318546e-01 2.328878418612606860e-01 5.369785106971175503e-01 2.301336474416217914e-01
3.073913666410759693e-01 2.328949338758853072e-01 5.369735462868802101e-01 2.301315198372343995e-01
3.072818075447038000e-01 2.329020241529676238e-01 5.369685830929226134e-01 2.301293927541097073e-01
3.071722642430855799e-01 2.329091126930556421e-01 5.369636211148610672e-01 2.301272661920833185e-01
3.070627367326587143e-01 2.329161994888301612e-01 5.369586603578189177e-01 2.301251401533509489e-01
3.069532250098611081e-01 2.329232845369082483e-01 5.369537008241641596e-01 2.301230146389275089e-01
3.068437290711306109e-01 2.329303678374711195e-01 5.369487425137702274e-01 2.301208896487586530e-01
3.067342489129061267e-01 2.329374493914778688e-01 5.369437854259654364e-01 2.301187651825566394e-01
3.066247845316267262e-01 2.329445292012325142e-01 5.369388295591371874e-01 2.301166412396302152e-01
3.065153359237317021e-01 2.329516072701142138e-01 5.369338749109200393e-01 2.301145178189657192e-01
3.064059030856609578e-01 2.329586836000034356e-01 5.369289214799974896e-01 2.301123949199989360e-01
3.062964864799699316e-01 2.329657581957234325e-01 5.369239692629935723e-01 2.301102725412829675e-01
3.061870864179577767e-01 2.329728310621642373e-01 5.369190182564850256e-01 2.301081506813507094e-01
3.060777021130686726e-01 2.329799021971654394e-01 5.369140684619840842e-01 2.301060293408503377e-01
3.059683335617445210e-01 2.329869715982654244e-01 5.369091198812141474e-01 2.301039085205203727e-01
3.058589807604272792e-01 2.329940392593853049e-01 5.369041725184302560e-01 2.301017882221843835e-01
3.057496437055597927e-01 2.330011051790768228e-01 5.368992263746461546e-01 2.300996684462769393e-01
3.056403223935851288e-01 2.330081693577658875e-01 5.368942814495638594e-01 2.300975491926702254e-01
3.055310168209467436e-01 2.330152317976696141e-01 5.368893377416312784e-01 2.300954304606991074e-01
3.054217269840885374e-01 2.330222925018051727e-01 5.368843952487363236e-01 2.300933122494584482e-01
3.053124528794548542e-01 2.330293514719935510e-01 5.368794539696044588e-01 2.300911945584019347e-01
3.052031945034905380e-01 2.330364087100143256e-01 5.368745139029899027e-01 2.300890773869956885e-01
3.050939526551595948e-01 2.330434642229165798e-01 5.368695750439583803e-01 2.300869607331250122e-01
3.049847269502307112e-01 2.330505180114403330e-01 5.368646373919916392e-01 2.300848445965678613e-01
3.048755169612879512e-01 2.330575700748854506e-01 5.368597009475801762e-01 2.300827289775343454e-01
3.047663226847778239e-01 2.330646204082171546e-01 5.368547657142479501e-01 2.300806138775348397e-01
3.046571441171475603e-01 2.330716690074290387e-01 5.368498316947996063e-01 2.300784992977712717e-01
3.045479812548447240e-01 2.330787158713803209e-01 5.368448988900337282e-01 2.300763852385858954e-01
3.044388340943171567e-01 2.330857610018566839e-01 5.368399672987003157e-01 2.300742716994430004e-01
3.043297026320133658e-01 2.330928044015669054e-01 5.368350369189031079e-01 2.300721586795299312e-01
3.042205868643818589e-01 2.330998460721206145e-01 5.368301077495155615e-01 2.300700461783637962e-01
3.041114867878720318e-01 2.331068860152762379e-01 5.368251797893065502e-01 2.300679341954171009e-01
3.040024023989333357e-01 2.331139242326878969e-01 5.368202530371184444e-01 2.300658227301936309e-01
3.038933345788428775e-01 2.331209607319500998e-01 5.368153274876349412e-01 2.300637117804149590e-01
3.037842827560722214e-01 2.331279955126482062e-01 5.368104031411462529e-01 2.300616013462055409e-01
3.036752466082076052e-01 2.331350285744513973e-01 5.368054799978839720e-01 2.300594914276645753e-01
3.035662261317007560e-01 2.331420599121778181e-01 5.368005580614754191e-01 2.300573820263466240e-01
3.034572213230036231e-01 2.331490895219595350e-01 5.367956373346283172e-01 2.300552731434121201e-01
3.033482321785685443e-01 2.331561174034781636e-01 5.367907178175652660e-01 2.300531647789565426e-01
3.032392586948483015e-01 2.331631435591386692e-01 5.367857995086028344e-01 2.300510569322583854e-01
3.031303008682960098e-01 2.331701679903687430e-01 5.367808824067418216e-01 2.300489496028893799e-01
3.030213586953655613e-01 2.331771906986893350e-01 5.367759665109174128e-01 2.300468427903931690e-01
3.029124321725107372e-01 2.331842116858327818e-01 5.367710518199170222e-01 2.300447364942501405e-01
3.028035212961862066e-01 2.331912309534489580e-01 5.367661383325856850e-01 2.300426307139653015e-01
3.026946267763661602e-01 2.331982485079658052e-01 5.367612260444238892e-01 2.300405254476102501e-01
3.025857483614973198e-01 2.332052643508268353e-01 5.367563149544211099e-01 2.300384206947519161e-01
3.024768855805118339e-01 2.332122784809803062e-01 5.367514050633137579e-01 2.300363164557059081e-01
3.023680384298659818e-01 2.332192908947051391e-01 5.367464963737063055e-01 2.300342127315884444e-01
3.022592069060167641e-01 2.332263015872345913e-01 5.367415888889357500e-01 2.300321095238296309e-01
3.021503910054212372e-01 2.332333105593591971e-01 5.367366826084485343e-01 2.300300068321922409e-01
3.020415907245372344e-01 2.332403178118275244e-01 5.367317775317207440e-01 2.300279046564517316e-01
3.019328060598227004e-01 2.332473233459141371e-01 5.367268736578600929e-01 2.300258029962257422e-01
3.018240370077361345e-01 2.332543271632098181e-01 5.367219709857531385e-01 2.300237018510370435e-01
3.017152835647364806e-01 2.332613292653731296e-01 5.367170695142388093e-01 2.300216012203880611e-01
3.016065457272831263e-01 2.332683296541106233e-01 5.367121692421225054e-01 2.300195011037668158e-01
3.014978237809127215e-01 2.332753283328534710e-01 5.367072701670024815e-01 2.300174015001439365e-01
3.013891183003584162e-01 2.332823253076240499e-01 5.367023722846631095e-01 2.300153024077127850e-01
3.012804284127215126e-01 2.332893205757337884e-01 5.366974755969863287e-01 2.300132038272798551e-01
3.011717541144634525e-01 2.332963141365477777e-01 5.366925801044164501e-01 2.300111057590356334e-01
3.010630954020457328e-01 2.333033059846268131e-01 5.366876858107612058e-01 2.300090082046119533e-01
3.009544522719305726e-01 2.333102961189679470e-01 5.366827927167223677e-01 2.300069111643096020e-01
3.008458247205804681e-01 2.333172845398883977e-01 5.366779008220781133e-01 2.300048146380334613e-01
3.007372127444583598e-01 2.333242712483817038e-01 5.366730101261327768e-01 2.300027186254854639e-01
3.006286163400275768e-01 2.333312562459468054e-01 5.366681206278371974e-01 2.300006231262159417e-01
3.005200355037520032e-01 2.333382395341235260e-01 5.366632323261135706e-01 2.299985281397629588e-01
3.004114702320956343e-01 2.333452211145213562e-01 5.366583452198350201e-01 2.299964336656435682e-01
3.003029205215233532e-01 2.333522009887492865e-01 5.366534593078754467e-01 2.299943397033751835e-01
3.001943871143452625e-01 2.333591791632290136e-01 5.366485745857396683e-01 2.299922462510312904e-01
3.000858696471953024e-01 2.333661556386353586e-01 5.366436910529551740e-01 2.299901533084093841e-01
2.999773677285203499e-01 2.333731304147012298e-01 5.366388087097091475e-01 2.299880608755896227e-01
2.998688813547866761e-01 2.333801034886357761e-01 5.366339275579549151e-01 2.299859689534092533e-01
2.997604105224613291e-01 2.333870748565945730e-01 5.366290476003837684e-01 2.299838775430216031e-01
2.996519552280117460e-01 2.333940445174448319e-01 5.366241688377886287e-01 2.299817866447665393e-01
2.995435154679056411e-01 2.334010124717877388e-01 5.366192912697484996e-01 2.299796962584636506e-01
2.994350912386113950e-01 2.334079787207783696e-01 5.366144148954551385e-01 2.299776063837664919e-01
2.993266825365973882e-01 2.334149432659456957e-01 5.366095397138379575e-01 2.299755170202162913e-01
2.992182893583330006e-01 2.334219061087709490e-01 5.366046657238602302e-01 2.299734281673686820e-01
2.991099117002873342e-01 2.334288672508540718e-01 5.365997929244020748e-01 2.299713398247437701e-01
2.990015495589305461e-01 2.334358266938082183e-01 5.365949213143341723e-01 2.299692519918575262e-01
2.988932038341290398e-01 2.334427844450842060e-01 5.365900508884410280e-01 2.299671646664747382e-01
2.987848738229013090e-01 2.334497405035637629e-01 5.365851816475052383e-01 2.299650778489308323e-01
2.986765593157729159e-01 2.334566948713320267e-01 5.365803135900675258e-01 2.299629915386003920e-01
2.985682603092157383e-01 2.334636475431615121e-01 5.365754467197868527e-01 2.299609057370515242e-01
2.984599767997019315e-01 2.334705985151896146e-01 5.365705810393672781e-01 2.299588204454431073e-01
2.983517087837043169e-01 2.334775477867667981e-01 5.365657165492632164e-01 2.299567356639699578e-01
2.982434562576958825e-01 2.334844953586085181e-01 5.365608532489740679e-01 2.299546513924174418e-01
2.981352192181502270e-01 2.334914412319413213e-01 5.365559911376410751e-01 2.299525676304176036e-01
2.980269976615410044e-01 2.334983854083619859e-01 5.365511302141465766e-01 2.299504843774913820e-01
2.979187915843427570e-01 2.335053278892954276e-01 5.365462704774931479e-01 2.299484016332113412e-01
2.978106009830302492e-01 2.335122686763211608e-01 5.365414119265751181e-01 2.299463193971036379e-01
2.977024258540785229e-01 2.335192077708981850e-01 5.365365545603711928e-01 2.299442376687305389e-01
2.975942669563076959e-01 2.335261451795092313e-01 5.365316983743435575e-01 2.299421564461472389e-01
2.974861238443746170e-01 2.335330809040044031e-01 5.365268433671969150e-01 2.299400757287986818e-01
2.973779961922327630e-01 2.335400149448949858e-01 5.365219895385734405e-01 2.299379955165314904e-01
2.972698839963590078e-01 2.335469472973862037e-01 5.365171368918295602e-01 2.299359158107841250e-01
2.971617872532310578e-01 2.335538779572295665e-01 5.365122854299392285e-01 2.299338366128311217e-01
2.970537059593267304e-01 2.335608069235420858e-01 5.365074351535205066e-01 2.299317579229373520e-01
2.969456401111245092e-01 2.335677341968847576e-01 5.365025860621807086e-01 2.299296797409345894e-01
2.968375897051031553e-01 2.335746597783936174e-01 5.364977381551243596e-01 2.299276020664818843e-01
2.967295547377415965e-01 2.335815836695142311e-01 5.364928914313400465e-01 2.299255248991457223e-01
2.966215352055197596e-01 2.335885058716317408e-01 5.364880458898577675e-01 2.299234482385104639e-01
2.965135311049175715e-01 2.335954263862872748e-01 5.364832015295988299e-01 2.299213720841138120e-01
2.964055424324154586e-01 2.336023452148982826e-01 5.364783583495711383e-01 2.299192964355304958e-01
2.962975695077987304e-01 2.336092623615417807e-01 5.364735163469207535e-01 2.299172212915374658e-01
2.961896127393879863e-01 2.336161778332332961e-01 5.364686755167366039e-01 2.299151466500299890e-01
2.960816713865273009e-01 2.336230916278794478e-01 5.364638358604844059e-01 2.299130725116361740e-01
2.959737454456990990e-01 2.336300037438792110e-01 5.364589973792844857e-01 2.299109988768362201e-01
2.958658349133860277e-01 2.336369141753634193e-01 5.364541600772455565e-01 2.299089257473909687e-01
2.957579397860713999e-01 2.336438229203073313e-01 5.364493239557848181e-01 2.299068531239077950e-01
2.956500600602388062e-01 2.336507299788498637e-01 5.364444890148051259e-01 2.299047810063450381e-01
2.955421957323723925e-01 2.336576353519295712e-01 5.364396552536493390e-01 2.299027093944211453e-01
2.954343467989564709e-01 2.336645390408940148e-01 5.364348226713741008e-01 2.299006382877317733e-01
2.953265132564760753e-01 2.336714410470653591e-01 5.364299912670541515e-01 2.298985676858803784e-01
2.952186951014164618e-01 2.336783413719869251e-01 5.364251610396091330e-01 2.298964975884039141e-01
2.951108923302633302e-01 2.336852400171142985e-01 5.364203319880199716e-01 2.298944279948657021e-01
2.950031049395028249e-01 2.336921369851797659e-01 5.364155041103740862e-01 2.298923589044460647e-01
2.948953335465876457e-01 2.336990322829220756e-01 5.364106774019544721e-01 2.298902903151233690e-01
2.947875779381579631e-01 2.337059259116817389e-01 5.364058518618227689e-01 2.298882222264954645e-01
2.946798376975918732e-01 2.337128178705435433e-01 5.364010274906194642e-01 2.298861546388369370e-01
2.945721128213777407e-01 2.337197081555643929e-01 5.363962042911049055e-01 2.298840875533306738e-01
2.944644033060040966e-01 2.337265967622981500e-01 5.363913822663912701e-01 2.298820209713105522e-01
2.943567091479596387e-01 2.337334836895187395e-01 5.363865614173368712e-01 2.298799548931443615e-01
2.942490303437338417e-01 2.337403689376302274e-01 5.363817417436587132e-01 2.298778893187108929e-01
2.941413668898164024e-01 2.337472525078130026e-01 5.363769232445307900e-01 2.298758242476560687e-01
2.940337187826975174e-01 2.337541344012853961e-01 5.363721059191001173e-01 2.298737596796143479e-01
2.939260860188677715e-01 2.337610146194759597e-01 5.363672897663668282e-01 2.298716956141572121e-01
2.938184685948180830e-01 2.337678931637734436e-01 5.363624747853585895e-01 2.298696320508679669e-01
2.937108665070398139e-01 2.337747700371578807e-01 5.363576609739895140e-01 2.298675689888526330e-01
2.936032797520248816e-01 2.337816452416400237e-01 5.363528483308519501e-01 2.298655064275079707e-01
2.934957088974987638e-01 2.337885187827515032e-01 5.363480368520738839e-01 2.298634443651745296e-01
2.933881538032669378e-01 2.337953906620591493e-01 5.363432265365585261e-01 2.298613828013822413e-01
2.932806140292906205e-01 2.338022608784313394e-01 5.363384173850980208e-01 2.298593217364705843e-01
2.931730895720640606e-01 2.338091294284028177e-01 5.363336094001179832e-01 2.298572611714791436e-01
2.930655804280811738e-01 2.338159963075087389e-01 5.363288025847439133e-01 2.298552011077473756e-01
2.929580865938366530e-01 2.338228615143747857e-01 5.363239969399375973e-01 2.298531415456875338e-01
2.928506080658254129e-01 2.338297250494278667e-01 5.363191924654003850e-01 2.298510824851716094e-01
2.927431448405428682e-01 2.338365869136224684e-01 5.363143891604641444e-01 2.298490239259132206e-01
2.926356969144851550e-01 2.338434471082225241e-01 5.363095870242442498e-01 2.298469658675332539e-01
2.925282642841482983e-01 2.338503056345925257e-01 5.363047860557852431e-01 2.298449083096222312e-01
2.924208469460289339e-01 2.338571624954041694e-01 5.362999862532169537e-01 2.298428512513787103e-01
2.923134448966243082e-01 2.338640176926412018e-01 5.362951876151511588e-01 2.298407946922076395e-01
2.922060581324319450e-01 2.338708712280640756e-01 5.362903901403551776e-01 2.298387386315807746e-01
2.920986868248257595e-01 2.338777231044756599e-01 5.362855938268670242e-01 2.298366830686572881e-01
2.919913316000813941e-01 2.338845733276302130e-01 5.362807986706588093e-01 2.298346280017109222e-01
2.918839916480630015e-01 2.338914218948623114e-01 5.362760046735963737e-01 2.298325734315412872e-01
2.917766669652698819e-01 2.338982688055623871e-01 5.362712118361062652e-01 2.298305193583312644e-01
2.916693575482020573e-01 2.339051140537515283e-01 5.362664201623738025e-01 2.298284657838745026e-01
2.915620633933596606e-01 2.339119576372001574e-01 5.362616296539598482e-01 2.298264127088399389e-01
2.914547844972435464e-01 2.339187995558934252e-01 5.362568403108745052e-01 2.298243601332319586e-01
2.913475208563547914e-01 2.339256398106195345e-01 5.362520521325663259e-01 2.298223080568141397e-01
2.912402724671949716e-01 2.339324784025917370e-01 5.362472651181856564e-01 2.298202564792224400e-01
2.911330393262659966e-01 2.339393153336866704e-01 5.362424792664193252e-01 2.298182053998940044e-01
2.910258214300702750e-01 2.339461506065938778e-01 5.362376945753842827e-01 2.298161548180218394e-01
2.909186187751105490e-01 2.339529842226228118e-01 5.362329110441640401e-01 2.298141047332131481e-01
2.908114313578901711e-01 2.339598161834555157e-01 5.362281286715810946e-01 2.298120551449633342e-01
2.907042591749125493e-01 2.339666464907244336e-01 5.362233474564929159e-01 2.298100060527826782e-01
2.905971026086842102e-01 2.339734751481110098e-01 5.362185673963222321e-01 2.298079574555666749e-01
2.904899618350641477e-01 2.339803021588009735e-01 5.362137884888392714e-01 2.298059093523596996e-01
2.903828362832234222e-01 2.339871275210874124e-01 5.362090107352387447e-01 2.298038617436737596e-01
2.902757259496674958e-01 2.339939512326955906e-01 5.362042341371130449e-01 2.298018146301913089e-01
2.901686308309023854e-01 2.340007732888099989e-01 5.361994586978330313e-01 2.297997680133569975e-01
2.900615509234346079e-01 2.340075936877512586e-01 5.361946844185740968e-01 2.297977218936746169e-01
2.899544862237710130e-01 2.340144124297606210e-01 5.361899112991674876e-01 2.297956762710718082e-01
2.898474367284187281e-01 2.340212295156930689e-01 5.361851393390147935e-01 2.297936311452920821e-01
2.897404024338853801e-01 2.340280449477974423e-01 5.361803685365418293e-01 2.297915865156607840e-01
2.896333833366791510e-01 2.340348587281242676e-01 5.361755988903129655e-01 2.297895423815627114e-01
2.895263794333084451e-01 2.340416708578680616e-01 5.361708303994923153e-01 2.297874987426395677e-01
2.894193907202821103e-01 2.340484813384846874e-01 5.361660630630606938e-01 2.297854555984545910e-01
2.893124171941096057e-01 2.340552901717855572e-01 5.361612968797500045e-01 2.297834129484642995e-01
2.892054588513006674e-01 2.340620973589696285e-01 5.361565318487212517e-01 2.297813707923090920e-01
2.890985158861646975e-01 2.340689029026123136e-01 5.361517679681713222e-01 2.297793291292163087e-01
2.889915888228676288e-01 2.340757068076927683e-01 5.361470052346150039e-01 2.297772879576921723e-01
2.888846769304931894e-01 2.340825090719000634e-01 5.361422436496698918e-01 2.297752472784299616e-01
2.887777802055531140e-01 2.340893096943166551e-01 5.361374832139783608e-01 2.297732070917050118e-01
2.886708986445597480e-01 2.340961086694593185e-01 5.361327239313784521e-01 2.297711673991622017e-01
2.885640322440252703e-01 2.341029059953113056e-01 5.361279658032820361e-01 2.297691282014066028e-01
2.884571810004626369e-01 2.341097016717844925e-01 5.361232088297508414e-01 2.297670894984646384e-01
2.883503449103853589e-01 2.341164957007357550e-01 5.361184530094849077e-01 2.297650512897792541e-01
2.882435239703071694e-01 2.341232880840184161e-01 5.361136983411870505e-01 2.297630135747944780e-01
2.881367181767422458e-01 2.341300788228212471e-01 5.361089448240251576e-01 2.297609763531536231e-01
2.880299275262050429e-01 2.341368679184793744e-01 5.361041924570643102e-01 2.297589396244561488e-01
2.879231520152106261e-01 2.341436553724742520e-01 5.360994412392680042e-01 2.297569033882577161e-01
2.878163916402745603e-01 2.341504411864832602e-01 5.360946911694617345e-01 2.297548676440550330e-01
2.877096463979125218e-01 2.341572253616789612e-01 5.360899422468247133e-01 2.297528323914962978e-01
2.876029162846407417e-01 2.341640078991844842e-01 5.360851944705707917e-01 2.297507976302446409e-01
2.874962018034090683e-01 2.341707888035113039e-01 5.360804478375420512e-01 2.297487633589466172e-01
2.873895028311145294e-01 2.341775680758743095e-01 5.360757023468879501e-01 2.297467295772376850e-01
2.872828189754937367e-01 2.341843457152845420e-01 5.360709579993007123e-01 2.297446962854146069e-01
2.871761502330650861e-01 2.341911217185341787e-01 5.360662147970259861e-01 2.297426634844397242e-01
2.870694966003471404e-01 2.341978960815352950e-01 5.360614727429252602e-01 2.297406311755393893e-01
2.869628580738589618e-01 2.342046688034825352e-01 5.360567318375621948e-01 2.297385993589552144e-01
2.868562346501199456e-01 2.342114398861174784e-01 5.360519920797177651e-01 2.297365680341647565e-01
2.867496263256498756e-01 2.342182093303459833e-01 5.360472534687578117e-01 2.297345372008962050e-01
2.866430330969692575e-01 2.342249771372719724e-01 5.360425160039096193e-01 2.297325068588184083e-01
2.865364549605986522e-01 2.342317433080322864e-01 5.360377796843773801e-01 2.297304770075903058e-01
2.864298919130592869e-01 2.342385078440247792e-01 5.360330445091826546e-01 2.297284476467925662e-01
2.863233439508724998e-01 2.342452707469077633e-01 5.360283104771644824e-01 2.297264187759276433e-01
2.862168110705603508e-01 2.342520320178708704e-01 5.360235775874903075e-01 2.297243903946387111e-01
2.861102932686453437e-01 2.342587916580682883e-01 5.360188458393521094e-01 2.297223625025794913e-01
2.860037905416499271e-01 2.342655496685450145e-01 5.360141152320183622e-01 2.297203350994364568e-01
2.858973032458242414e-01 2.342723060527981405e-01 5.360093857630412462e-01 2.297183081841605579e-01
2.857908315215506034e-01 2.342790608135600361e-01 5.360046574305078471e-01 2.297162817559319503e-01
2.856843748598045796e-01 2.342858139493163849e-01 5.359999302354785389e-01 2.297142558152050762e-01
2.855779332571108386e-01 2.342925654579501582e-01 5.359952041794348032e-01 2.297122303626149276e-01
2.854715067099946602e-01 2.342993153356408842e-01 5.359904792650513894e-01 2.297102053993077264e-01
2.853650952149816011e-01 2.343060635819619042e-01 5.359857554926266143e-01 2.297081809254113982e-01
2.852586987685974962e-01 2.343128101970452515e-01 5.359810328620682185e-01 2.297061569408863912e-01
2.851523173673688460e-01 2.343195551816707467e-01 5.359763113728304162e-01 2.297041334454987538e-01
2.850459510078223735e-01 2.343262985369256035e-01 5.359715910241520387e-01 2.297021104389223023e-01
2.849395996864854119e-01 2.343330402638537646e-01 5.359668718153023370e-01 2.297000879208438706e-01
2.848332633998855168e-01 2.343397803640363264e-01 5.359621537451745299e-01 2.296980658907890882e-01
2.847269421445508542e-01 2.343465188389289022e-01 5.359574368127497657e-01 2.296960443483213321e-01
2.846206359170096456e-01 2.343532556896924524e-01 5.359527210172152500e-01 2.296940232930922421e-01
2.845143447137910009e-01 2.343599909174831908e-01 5.359480063577617415e-01 2.296920027247550400e-01
2.844080685314241408e-01 2.343667245232979590e-01 5.359432928336913537e-01 2.296899826430106040e-01
2.843018073664388412e-01 2.343734565082123689e-01 5.359385804442512446e-01 2.296879630475362755e-01
2.841955618076569823e-01 2.343801868771543673e-01 5.359338691859919512e-01 2.296859439368536815e-01
2.840893314985198370e-01 2.343869156299033252e-01 5.359291590590676835e-01 2.296839253110289913e-01
2.839831161943978111e-01 2.343936427663744770e-01 5.359244500635378383e-01 2.296819071700876569e-01
2.838769158918227342e-01 2.344003682839258251e-01 5.359197422012518253e-01 2.296798895148222386e-01
2.837707305873264918e-01 2.344070921792611728e-01 5.359150354745171319e-01 2.296778723462216398e-01
2.836645602774418018e-01 2.344138144516015876e-01 5.359103298838788776e-01 2.296758556645195071e-01
2.835584049587015487e-01 2.344205351013210481e-01 5.359056254290751609e-01 2.296738394696036523e-01
2.834522646276390057e-01 2.344272541293506706e-01 5.359009221094545028e-01 2.296718237611947988e-01
2.833461392807877788e-01 2.344339715366964283e-01 5.358962199243124669e-01 2.296698085389910493e-01
2.832400289146822514e-01 2.344406873247144307e-01 5.358915188726998124e-01 2.296677938025856458e-01
2.831339335258568624e-01 2.344474014949437801e-01 5.358868189535392901e-01 2.296657795515168465e-01
2.830278531108467166e-01 2.344541140484070474e-01 5.358821201661150280e-01 2.296637657854778691e-01
2.829217876661870856e-01 2.344608249862394633e-01 5.358774225096323285e-01 2.296617525041281527e-01
2.828157371884138516e-01 2.344675343094967390e-01 5.358727259833522272e-01 2.296597397071509783e-01
2.827097016740632851e-01 2.344742420191708587e-01 5.358680305865803906e-01 2.296577273942487230e-01
