# number of detected SNeII per unit of redshift interval 
#  z_sim 	 dn_dz_Horiuchi dn_dz_Cole 	 dn_dz_Madau
2.001063989e-01 1.370722441e+02 2.361398814e+02 1.538334204e+02
2.002012446e-01 1.371053323e+02 2.362099358e+02 1.538615593e+02
2.002961030e-01 1.371951142e+02 2.363776578e+02 1.539533126e+02
2.003909738e-01 1.371437198e+02 2.363021279e+02 1.538866424e+02
2.004858569e-01 1.370958804e+02 2.362326955e+02 1.538239675e+02
2.005807523e-01 1.370064906e+02 2.360916355e+02 1.537146813e+02
2.006756599e-01 1.370314440e+02 2.361475888e+02 1.537336867e+02
2.007705798e-01 1.370145019e+02 2.361313256e+02 1.537056894e+02
2.008655119e-01 1.370550140e+02 2.362140631e+02 1.537421438e+02
2.009604563e-01 1.370312760e+02 2.361860488e+02 1.537065241e+02
2.010554130e-01 1.369795917e+02 2.361098411e+02 1.536395621e+02
2.011503820e-01 1.370721508e+02 2.362822492e+02 1.537343841e+02
2.012453632e-01 1.371691132e+02 2.364622470e+02 1.538341321e+02
2.013403567e-01 1.371671844e+02 2.364717595e+02 1.538229680e+02
2.014353625e-01 1.370658944e+02 2.363099484e+02 1.537003841e+02
2.015303805e-01 1.370931930e+02 2.363698066e+02 1.537219993e+02
2.016254109e-01 1.370904331e+02 2.363778233e+02 1.537099083e+02
2.017204535e-01 1.371776480e+02 2.365409684e+02 1.537986941e+02
2.018155085e-01 1.372173602e+02 2.366221961e+02 1.538342130e+02
2.019105757e-01 1.372891065e+02 2.367586563e+02 1.539056378e+02
2.020056553e-01 1.373176772e+02 2.368206503e+02 1.539286547e+02
2.021007471e-01 1.373912674e+02 2.369602767e+02 1.540021301e+02
2.021958518e-01 1.373982849e+02 2.369850735e+02 1.540009785e+02
2.022909690e-01 1.374347514e+02 2.370606499e+02 1.540328315e+02
2.023860984e-01 1.374793044e+02 2.371501637e+02 1.540737421e+02
2.024812402e-01 1.376086977e+02 2.373860237e+02 1.542097221e+02
2.025763942e-01 1.374991548e+02 2.372096831e+02 1.540779394e+02
2.026715606e-01 1.375561227e+02 2.373205791e+02 1.541327476e+02
2.027667394e-01 1.375966249e+02 2.374030580e+02 1.541690993e+02
2.028619304e-01 1.376289148e+02 2.374713561e+02 1.541962447e+02
2.029571338e-01 1.375392293e+02 2.373291683e+02 1.540867352e+02
2.030523495e-01 1.375133664e+02 2.372970803e+02 1.540487344e+02
2.031475775e-01 1.375510667e+02 2.373746613e+02 1.540819391e+02
2.032428179e-01 1.376120053e+02 2.374923359e+02 1.541411682e+02
2.033380707e-01 1.375790916e+02 2.374480234e+02 1.540952701e+02
2.034333357e-01 1.376729272e+02 2.376224549e+02 1.541913332e+02
2.035286132e-01 1.376487624e+02 2.375932066e+02 1.541552331e+02
2.036239030e-01 1.376718578e+02 2.376455148e+02 1.541720605e+02
2.037192051e-01 1.377385836e+02 2.377731267e+02 1.542377414e+02
2.038145196e-01 1.377190426e+02 2.377518051e+02 1.542068188e+02
2.039098464e-01 1.376826559e+02 2.377013784e+02 1.541570370e+02
2.040051857e-01 1.377889215e+02 2.378972211e+02 1.542669721e+02
2.041005373e-01 1.378265176e+02 2.379744981e+02 1.543000158e+02
2.041959018e-01 1.378029678e+02 2.379461821e+02 1.542646041e+02
2.042912787e-01 1.378805471e+02 2.380924736e+02 1.543423985e+02
2.043866681e-01 1.378957220e+02 2.381309952e+02 1.543503318e+02
2.044820698e-01 1.378403922e+02 2.380477407e+02 1.542793496e+02
2.045774839e-01 1.378710652e+02 2.381129910e+02 1.543046286e+02
2.046729104e-01 1.379445076e+02 2.382520979e+02 1.543777678e+02
2.047683493e-01 1.379749401e+02 2.383169109e+02 1.544027665e+02
2.048638005e-01 1.378733518e+02 2.381536667e+02 1.542800300e+02
2.049592642e-01 1.379138260e+02 2.382357885e+02 1.543162650e+02
2.050547403e-01 1.379573522e+02 2.383231715e+02 1.543559094e+02
2.051502287e-01 1.378469253e+02 2.381445743e+02 1.542233049e+02
2.052457296e-01 1.379327748e+02 2.383050441e+02 1.543102962e+02
2.053412429e-01 1.379600029e+02 2.383642259e+02 1.543316981e+02
2.054367686e-01 1.379555612e+02 2.383686733e+02 1.543176703e+02
2.055323067e-01 1.379120453e+02 2.383055830e+02 1.542599369e+02
2.056278572e-01 1.379560857e+02 2.383937679e+02 1.543001385e+02
2.057234201e-01 1.378982619e+02 2.383059077e+02 1.542264085e+02
2.058189955e-01 1.377726966e+02 2.381009472e+02 1.540769277e+02
2.059145832e-01 1.377922901e+02 2.381468250e+02 1.540897909e+02
2.060101835e-01 1.377778022e+02 2.381337821e+02 1.540645413e+02
2.061057961e-01 1.378122945e+02 2.382053795e+02 1.540940603e+02
2.062014212e-01 1.378566209e+02 2.382939637e+02 1.541345699e+02
2.062970591e-01 1.378755376e+02 2.383386129e+02 1.541466652e+02
2.063927097e-01 1.379113394e+02 2.384124370e+02 1.541776345e+02
2.064883727e-01 1.378963360e+02 2.383984158e+02 1.541518046e+02
2.065840481e-01 1.379255984e+02 2.384609056e+02 1.541754577e+02
2.066797360e-01 1.378992491e+02 2.384272296e+02 1.541369466e+02
2.067754364e-01 1.380186927e+02 2.386456189e+02 1.542613896e+02
2.068711492e-01 1.379591169e+02 2.385544559e+02 1.541857411e+02
2.069668744e-01 1.379911167e+02 2.386216218e+02 1.542124408e+02
2.070626121e-01 1.379223094e+02 2.385144455e+02 1.541264857e+02
2.071583623e-01 1.379241414e+02 2.385294045e+02 1.541194732e+02
2.072541250e-01 1.378139260e+02 2.383505585e+02 1.539872635e+02
2.073499001e-01 1.379114784e+02 2.385310298e+02 1.540872051e+02
2.074456877e-01 1.378915215e+02 2.385082461e+02 1.540558495e+02
2.075414878e-01 1.378658806e+02 2.384756089e+02 1.540181465e+02
2.076373004e-01 1.378173842e+02 2.384034124e+02 1.539549149e+02
2.077331254e-01 1.377702494e+02 2.383335451e+02 1.538932104e+02
2.078289630e-01 1.378327598e+02 2.384533400e+02 1.539539816e+02
2.079248130e-01 1.378754766e+02 2.385388824e+02 1.539926369e+02
2.080206755e-01 1.379192793e+02 2.386262927e+02 1.540324993e+02
2.081165505e-01 1.378171182e+02 2.384611350e+02 1.539093485e+02
2.082124380e-01 1.377584027e+02 2.383711185e+02 1.538347266e+02
2.083083381e-01 1.377612559e+02 2.383876150e+02 1.538288621e+02
2.084042506e-01 1.377960621e+02 2.384593892e+02 1.538586746e+02
2.085001756e-01 1.377941741e+02 2.384676480e+02 1.538475133e+02
2.085961137e-01 1.377993986e+02 2.384881980e+02 1.538442927e+02
2.086920643e-01 1.378975105e+02 2.386694979e+02 1.539447680e+02
2.087880275e-01 1.378481641e+02 2.385955666e+02 1.538806218e+02
2.088840031e-01 1.378103072e+02 2.385414967e+02 1.538293069e+02
2.089799913e-01 1.378268489e+02 2.385815677e+02 1.538387152e+02
2.090759920e-01 1.378920555e+02 2.387058676e+02 1.539024365e+02
2.091720052e-01 1.379043398e+02 2.387385415e+02 1.539070855e+02
2.092680310e-01 1.378748437e+02 2.386988663e+02 1.538651068e+02
2.093640693e-01 1.378305859e+02 2.386336104e+02 1.538066591e+02
2.094601201e-01 1.377857121e+02 2.385672627e+02 1.537475297e+02
2.095561835e-01 1.376598071e+02 2.383605823e+02 1.535979930e+02
2.096522595e-01 1.376556605e+02 2.383647002e+02 1.535843203e+02
2.097483479e-01 1.376025893e+02 2.382840775e+02 1.535160653e+02
2.098444490e-01 1.374995809e+02 2.381169487e+02 1.533921081e+02
2.099405626e-01 1.374924294e+02 2.381157945e+02 1.533750943e+02
2.100366887e-01 1.374857434e+02 2.381154273e+02 1.533586005e+02
2.101328274e-01 1.375295989e+02 2.382025794e+02 1.533984806e+02
2.102289787e-01 1.374048533e+02 2.379976884e+02 1.532503108e+02
2.103251425e-01 1.375300172e+02 2.382256451e+02 1.533808696e+02
2.104213190e-01 1.375536253e+02 2.382776840e+02 1.533981581e+02
2.105175079e-01 1.375808631e+02 2.383359967e+02 1.534194909e+02
2.106137095e-01 1.376451213e+02 2.384584304e+02 1.534820998e+02
2.107099236e-01 1.376296919e+02 2.384427980e+02 1.534558491e+02
2.108061504e-01 1.375235082e+02 2.382699066e+02 1.533284160e+02
2.109023897e-01 1.375715853e+02 2.383642611e+02 1.533729759e+02
2.109986418e-01 1.376293685e+02 2.384754234e+02 1.534283496e+02
2.110949068e-01 1.376361028e+02 2.384981188e+02 1.534268098e+02
2.111911844e-01 1.377321507e+02 2.386755685e+02 1.535248235e+02
2.112874746e-01 1.378169008e+02 2.388334368e+02 1.536102319e+02
2.113837774e-01 1.377960036e+02 2.388082078e+02 1.535778818e+02
2.114800928e-01 1.378309735e+02 2.388797830e+02 1.536077964e+02
2.115764208e-01 1.377712281e+02 2.387871836e+02 1.535321554e+02
2.116727614e-01 1.377433045e+02 2.387497136e+02 1.534919823e+02
2.117691147e-01 1.377584935e+02 2.387869514e+02 1.534998516e+02
2.118654805e-01 1.377959487e+02 2.388627708e+02 1.535325278e+02
2.119618590e-01 1.377769970e+02 2.388407953e+02 1.535023540e+02
2.120582501e-01 1.378034332e+02 2.388974839e+02 1.535227479e+02
2.121546538e-01 1.378903690e+02 2.390590462e+02 1.536105350e+02
2.122510702e-01 1.379183119e+02 2.391183242e+02 1.536325960e+02
2.123474991e-01 1.377042668e+02 2.387580186e+02 1.533851091e+02
2.124439408e-01 1.375736656e+02 2.385423470e+02 1.532305907e+02
2.125403950e-01 1.376678818e+02 2.387164711e+02 1.533264778e+02
2.126368619e-01 1.377551468e+02 2.388785382e+02 1.534146110e+02
2.127333415e-01 1.377050555e+02 2.388024032e+02 1.533497712e+02
2.128298337e-01 1.376050730e+02 2.386397195e+02 1.532293817e+02
2.129263385e-01 1.376248352e+02 2.386846774e+02 1.532423385e+02
2.130228560e-01 1.375568300e+02 2.385773975e+02 1.531575711e+02
2.131193862e-01 1.374986137e+02 2.384870676e+02 1.530837109e+02
2.132159290e-01 1.376001860e+02 2.386738716e+02 1.531877479e+02
2.133124845e-01 1.375895436e+02 2.386660232e+02 1.531668522e+02
2.134090526e-01 1.376407650e+02 2.387654705e+02 1.532148214e+02
2.135056335e-01 1.376615638e+02 2.388121316e+02 1.532289209e+02
2.136022270e-01 1.374835625e+02 2.385138887e+02 1.530217493e+02
2.136988333e-01 1.374896483e+02 2.385349791e+02 1.530194811e+02
2.137954526e-01 1.375105938e+02 2.385818343e+02 1.530337491e+02
2.138920846e-01 1.375503833e+02 2.386613709e+02 1.530689842e+02
2.139887293e-01 1.376407886e+02 2.388287223e+02 1.531605369e+02
2.140853866e-01 1.376773885e+02 2.389027046e+02 1.531922089e+02
2.141820567e-01 1.376798802e+02 2.389174861e+02 1.531859262e+02
2.142787395e-01 1.377072004e+02 2.389753374e+02 1.532072662e+02
2.143754349e-01 1.377947440e+02 2.391376906e+02 1.532956006e+02
2.144721431e-01 1.377250400e+02 2.390271297e+02 1.532089968e+02
2.145688639e-01 1.376633172e+02 2.389303930e+02 1.531312801e+02
2.146655975e-01 1.376494935e+02 2.389167671e+02 1.531068492e+02
2.147623438e-01 1.374965238e+02 2.386615966e+02 1.529276577e+02
2.148591028e-01 1.375830794e+02 2.388221629e+02 1.530148775e+02
2.149558745e-01 1.374797879e+02 2.386531661e+02 1.528909572e+02
2.150526589e-01 1.375573908e+02 2.387981669e+02 1.529682108e+02
2.151494560e-01 1.375244032e+02 2.387511693e+02 1.529224810e+02
2.152462659e-01 1.375070749e+02 2.387313357e+02 1.528941669e+02
2.153430885e-01 1.374051240e+02 2.385645589e+02 1.527717687e+02
2.154399239e-01 1.373659685e+02 2.385067801e+02 1.527191976e+02
2.155367719e-01 1.374575043e+02 2.386759052e+02 1.528119215e+02
2.156336328e-01 1.375171085e+02 2.387895790e+02 1.528691369e+02
2.157305063e-01 1.375302575e+02 2.388225740e+02 1.528747059e+02
2.158273926e-01 1.375918113e+02 2.389396121e+02 1.529340752e+02
2.159242917e-01 1.376062504e+02 2.389748196e+02 1.529410711e+02
2.160212035e-01 1.377137066e+02 2.391715571e+02 1.530514418e+02
2.161181280e-01 1.377039839e+02 2.391647758e+02 1.530315762e+02
2.162150653e-01 1.375556684e+02 2.389172569e+02 1.528577016e+02
2.163120154e-01 1.375622284e+02 2.389387096e+02 1.528559404e+02
2.164089782e-01 1.375690546e+02 2.389606078e+02 1.528544739e+02
2.165059539e-01 1.375335733e+02 2.389089973e+02 1.528060009e+02
2.166029422e-01 1.375331880e+02 2.389183315e+02 1.527965232e+02
2.166999434e-01 1.376540063e+02 2.391382080e+02 1.529216922e+02
2.167969577e-01 1.376660338e+02 2.391690806e+02 1.529259950e+02
2.168939848e-01 1.375481800e+02 2.389742832e+02 1.527860263e+02
2.169910247e-01 1.376499584e+02 2.391610529e+02 1.528900220e+02
2.170880774e-01 1.377479597e+02 2.393412569e+02 1.529898090e+02
2.171851429e-01 1.377512122e+02 2.393568215e+02 1.529843564e+02
2.172822212e-01 1.376728934e+02 2.392306247e+02 1.528883169e+02
2.173793122e-01 1.375595084e+02 2.390434627e+02 1.527533481e+02
2.174764161e-01 1.374935108e+02 2.389386175e+02 1.526710123e+02
2.175735327e-01 1.375015927e+02 2.389624872e+02 1.526709372e+02
2.176706622e-01 1.374934670e+02 2.389581722e+02 1.526528662e+02
2.177678045e-01 1.374116418e+02 2.388257465e+02 1.525529757e+02
2.178649595e-01 1.373796851e+02 2.387799681e+02 1.525084561e+02
2.179621274e-01 1.372767949e+02 2.386108728e+02 1.523852002e+02
2.180593081e-01 1.372087167e+02 2.385022571e+02 1.523005986e+02
2.181565017e-01 1.372062675e+02 2.385076981e+02 1.522888493e+02
2.182537080e-01 1.372308040e+02 2.385600327e+02 1.523070505e+02
2.183509272e-01 1.371486688e+02 2.384269093e+02 1.522068646e+02
2.184481592e-01 1.371551540e+02 2.384478256e+02 1.522050339e+02
2.185454040e-01 1.371202679e+02 2.383967973e+02 1.521572941e+02
2.186426617e-01 1.371714313e+02 2.384953578e+02 1.522050388e+02
2.187399322e-01 1.372475344e+02 2.386372717e+02 1.522804482e+02
2.188372156e-01 1.372128863e+02 2.385866037e+02 1.522329726e+02
2.189345118e-01 1.371976199e+02 2.385696159e+02 1.522070036e+02
2.190318209e-01 1.372658421e+02 2.386977904e+02 1.522736531e+02
2.191291428e-01 1.372793861e+02 2.387308707e+02 1.522796407e+02
2.192264775e-01 1.371688080e+02 2.385480765e+02 1.521479497e+02
2.193238252e-01 1.370918433e+02 2.384237085e+02 1.520535551e+02
2.194211856e-01 1.370570416e+02 2.383726431e+02 1.520059321e+02
2.195185590e-01 1.371383543e+02 2.385235123e+02 1.520870850e+02
2.196159452e-01 1.370954866e+02 2.384583806e+02 1.520305185e+02
2.197133443e-01 1.371152265e+02 2.385021272e+02 1.520433814e+02
2.198107563e-01 1.371186556e+02 2.385174862e+02 1.520381560e+02
2.199081811e-01 1.371920197e+02 2.386544849e+02 1.521104698e+02
2.200056188e-01 1.371217936e+02 2.385416818e+02 1.520235788e+02
2.201030694e-01 1.371764909e+02 2.386461811e+02 1.520751882e+02
2.202005329e-01 1.370326983e+02 2.384053435e+02 1.519067554e+02
2.202980096e-01 1.368294889e+02 2.380610935e+02 1.516724791e+02
2.203954992e-01 1.368448716e+02 2.380971281e+02 1.516805196e+02
2.204930017e-01 1.368761981e+02 2.381608891e+02 1.517062291e+02
2.205905171e-01 1.367881665e+02 2.380169491e+02 1.515996521e+02
2.206880455e-01 1.367388298e+02 2.379403131e+02 1.515359688e+02
2.207855867e-01 1.367242549e+02 2.379241448e+02 1.515108131e+02
2.208831408e-01 1.367752369e+02 2.380220418e+02 1.515583015e+02
2.209807078e-01 1.368523953e+02 2.381654835e+02 1.516347870e+02
2.210782878e-01 1.368329731e+02 2.381408315e+02 1.516042556e+02
2.211758807e-01 1.367911906e+02 2.380772428e+02 1.515489539e+02
2.212734865e-01 1.368537061e+02 2.381951628e+02 1.516092009e+02
2.213711052e-01 1.367303754e+02 2.379895942e+02 1.514635677e+02
2.214687368e-01 1.367271153e+02 2.379929919e+02 1.514509512e+02
2.215663814e-01 1.367123363e+02 2.379763208e+02 1.514255765e+02
2.216640389e-01 1.367933271e+02 2.381263439e+02 1.515062739e+02
2.217617094e-01 1.367619718e+02 2.380807840e+02 1.514625384e+02
2.218593927e-01 1.366888600e+02 2.379625083e+02 1.513725645e+02
2.219570891e-01 1.365626670e+02 2.377517928e+02 1.512238203e+02
2.220547984e-01 1.365728835e+02 2.377785374e+02 1.512261376e+02
2.221525206e-01 1.364070474e+02 2.374987405e+02 1.510335235e+02
2.222502558e-01 1.363928074e+02 2.374828588e+02 1.510087721e+02
2.223480039e-01 1.362876613e+02 2.373086694e+02 1.508833808e+02
2.224457650e-01 1.363705957e+02 2.374619533e+02 1.509662138e+02
2.225435391e-01 1.363790419e+02 2.374855196e+02 1.509665799e+02
2.226413261e-01 1.363624778e+02 2.374655162e+02 1.509392610e+02
2.227391261e-01 1.364333199e+02 2.375977108e+02 1.510086880e+02
2.228369390e-01 1.364224756e+02 2.375876356e+02 1.509876978e+02
2.229347650e-01 1.365005200e+02 2.377323523e+02 1.510650819e+02
2.230326039e-01 1.365589517e+02 2.378429027e+02 1.511207515e+02
2.231304558e-01 1.365662969e+02 2.378644634e+02 1.511198826e+02
2.232283207e-01 1.365677056e+02 2.378756675e+02 1.511124438e+02
2.233261986e-01 1.366406832e+02 2.380115187e+02 1.511841909e+02
2.234240895e-01 1.366314386e+02 2.380041359e+02 1.511649602e+02
2.235219933e-01 1.366634643e+02 2.380686276e+02 1.511913879e+02
2.236199102e-01 1.366069477e+02 2.379788593e+02 1.511198624e+02
2.237178400e-01 1.365342644e+02 2.378609022e+02 1.510304610e+02
2.238157829e-01 1.364837993e+02 2.377816270e+02 1.509656447e+02
2.239137388e-01 1.363962168e+02 2.376376601e+02 1.508597815e+02
2.240117077e-01 1.362099329e+02 2.373216952e+02 1.506447684e+02
2.241096896e-01 1.361605744e+02 2.372442665e+02 1.505812066e+02
2.242076845e-01 1.361618380e+02 2.372550210e+02 1.505736314e+02
2.243056924e-01 1.358982855e+02 2.368043135e+02 1.502732282e+02
2.244037134e-01 1.358265370e+02 2.366877883e+02 1.501849394e+02
2.245017474e-01 1.358273059e+02 2.366976086e+02 1.501768384e+02
2.245997944e-01 1.357723770e+02 2.366103474e+02 1.501071588e+02
2.246978548e-01 1.357093675e+02 2.365089799e+02 1.500285530e+02
2.247959281e-01 1.357458789e+02 2.365810346e+02 1.500599704e+02
2.248940145e-01 1.356090350e+02 2.363509385e+02 1.498997591e+02
2.249921139e-01 1.356928200e+02 2.365053528e+02 1.499834303e+02
2.250902264e-01 1.357431018e+02 2.366013642e+02 1.500300609e+02
2.251883519e-01 1.357531074e+02 2.366271603e+02 1.500321720e+02
2.252864905e-01 1.358184910e+02 2.367494718e+02 1.500954809e+02
2.253846422e-01 1.357537658e+02 2.366449697e+02 1.500150040e+02
2.254828068e-01 1.356367395e+02 2.364492682e+02 1.498767433e+02
2.255809846e-01 1.357013490e+02 2.365701841e+02 1.499391911e+02
2.256791754e-01 1.356324400e+02 2.364583178e+02 1.498541117e+02
2.257773793e-01 1.356246215e+02 2.364529335e+02 1.498365332e+02
2.258755962e-01 1.354514820e+02 2.361592945e+02 1.496363217e+02
2.259738263e-01 1.353890361e+02 2.360586183e+02 1.495584113e+02
2.260720694e-01 1.352740552e+02 2.358663165e+02 1.494224793e+02
2.261703255e-01 1.352876786e+02 2.358982285e+02 1.494286089e+02
2.262685948e-01 1.353139650e+02 2.359522061e+02 1.494487223e+02
2.263668772e-01 1.353651483e+02 2.360495851e+02 1.494963280e+02
2.264651726e-01 1.352762126e+02 2.359026057e+02 1.493891897e+02
2.265634811e-01 1.352020757e+02 2.357814065e+02 1.492984046e+02
2.266618028e-01 1.351828863e+02 2.357560087e+02 1.492683018e+02
2.267601375e-01 1.349962272e+02 2.354385182e+02 1.490532931e+02
2.268584853e-01 1.350491318e+02 2.355388111e+02 1.491028024e+02
2.269568463e-01 1.348877507e+02 2.352653456e+02 1.489157338e+02
2.270552203e-01 1.346977419e+02 2.349419112e+02 1.486970832e+02
2.271536075e-01 1.345093319e+02 2.346212263e+02 1.484802223e+02
2.272520078e-01 1.343515014e+02 2.343538431e+02 1.482971397e+02
2.273504212e-01 1.342505508e+02 2.341856454e+02 1.481768580e+02
2.274488477e-01 1.343240996e+02 2.343218248e+02 1.482491788e+02
2.275472873e-01 1.343141403e+02 2.343123154e+02 1.482293301e+02
2.276457401e-01 1.343329099e+02 2.343529075e+02 1.482411858e+02
2.277442060e-01 1.342604388e+02 2.342343042e+02 1.481523576e+02
2.278426851e-01 1.342663239e+02 2.342523825e+02 1.481499973e+02
2.279411773e-01 1.342562935e+02 2.342426763e+02 1.481300758e+02
2.280396826e-01 1.341026582e+02 2.339823902e+02 1.479517201e+02
2.281382010e-01 1.340781032e+02 2.339472966e+02 1.479157868e+02
2.282367327e-01 1.340271620e+02 2.338661416e+02 1.478507488e+02
2.283352774e-01 1.339744678e+02 2.337819053e+02 1.477837837e+02
2.284338353e-01 1.337907096e+02 2.334689353e+02 1.475722606e+02
2.285324064e-01 1.338596606e+02 2.335969276e+02 1.476394854e+02
2.286309907e-01 1.338999405e+02 2.336748756e+02 1.476750801e+02
2.287295881e-01 1.338626043e+02 2.336173559e+02 1.476250735e+02
2.288281986e-01 1.336859052e+02 2.333165909e+02 1.474213900e+02
2.289268224e-01 1.335261156e+02 2.330453017e+02 1.472363754e+02
2.290254593e-01 1.333781219e+02 2.327945657e+02 1.470643879e+02
2.291241094e-01 1.332994937e+02 2.326648692e+02 1.469688986e+02
2.292227727e-01 1.332707101e+02 2.326221502e+02 1.469283720e+02
2.293214491e-01 1.334081294e+02 2.328695255e+02 1.470710736e+02
2.294201388e-01 1.333894160e+02 2.328443549e+02 1.470416443e+02
2.295188416e-01 1.333117171e+02 2.327161971e+02 1.469471985e+02
2.296175576e-01 1.332257368e+02 2.325735572e+02 1.468436349e+02
2.297162869e-01 1.332449924e+02 2.326146085e+02 1.468560683e+02
2.298150293e-01 1.331704495e+02 2.324918898e+02 1.467651250e+02
2.299137849e-01 1.330612975e+02 2.323087231e+02 1.466360515e+02
2.300125538e-01 1.330769184e+02 2.323433729e+02 1.466444862e+02
2.301113358e-01 1.329269024e+02 2.320888078e+02 1.464704054e+02
2.302101311e-01 1.328633583e+02 2.319851935e+02 1.463916209e+02
2.303089395e-01 1.329683644e+02 2.321758607e+02 1.464985454e+02
2.304077612e-01 1.328821415e+02 2.320326080e+02 1.463947811e+02
2.305065962e-01 1.328934902e+02 2.320597096e+02 1.463985151e+02
2.306054443e-01 1.329794898e+02 2.322171562e+02 1.464844797e+02
2.307043057e-01 1.328443178e+02 2.319883597e+02 1.463268141e+02
2.308031803e-01 1.328197310e+02 2.319526551e+02 1.462909676e+02
2.309020681e-01 1.328609516e+02 2.320318591e+02 1.463276017e+02
2.310009692e-01 1.328632795e+02 2.320431258e+02 1.463213979e+02
2.310998835e-01 1.328472049e+02 2.320222356e+02 1.462949282e+02
2.311988112e-01 1.327678505e+02 2.318908036e+02 1.461987793e+02
2.312977522e-01 1.325906278e+02 2.315884056e+02 1.459948783e+02
2.313967064e-01 1.326171956e+02 2.316419323e+02 1.460153798e+02
2.314956739e-01 1.325976515e+02 2.316148996e+02 1.459851102e+02
2.315946546e-01 1.325484853e+02 2.315361042e+02 1.459222319e+02
2.316936486e-01 1.324873233e+02 2.314363324e+02 1.458461547e+02
2.317926558e-01 1.324367349e+02 2.313550089e+02 1.457817245e+02
2.318916763e-01 1.324710431e+02 2.314219748e+02 1.458107463e+02
2.319907101e-01 1.325782453e+02 2.316162748e+02 1.459199929e+02
2.320897572e-01 1.326544542e+02 2.317564227e+02 1.459951151e+02
2.321888175e-01 1.327430909e+02 2.319182748e+02 1.460839037e+02
2.322878911e-01 1.326333385e+02 2.317334998e+02 1.459543662e+02
2.323869780e-01 1.326252579e+02 2.317263406e+02 1.459367195e+02
2.324860782e-01 1.326718533e+02 2.318146983e+02 1.459792338e+02
2.325851916e-01 1.324559513e+02 2.314443748e+02 1.457329324e+02
2.326843184e-01 1.323029775e+02 2.311839721e+02 1.455558912e+02
2.327834585e-01 1.322499881e+02 2.310982533e+02 1.454888632e+02
2.328826118e-01 1.321657098e+02 2.309578359e+02 1.453874231e+02
2.329817785e-01 1.320915997e+02 2.308351628e+02 1.452971787e+02
2.330809584e-01 1.320713986e+02 2.308066767e+02 1.452662388e+02
2.331801517e-01 1.320877584e+02 2.308420675e+02 1.452755125e+02
2.332793583e-01 1.320373373e+02 2.307607313e+02 1.452113399e+02
2.333785782e-01 1.319916009e+02 2.306875612e+02 1.451523255e+02
2.334778114e-01 1.318678588e+02 2.304780323e+02 1.450075386e+02
2.335770579e-01 1.318032343e+02 2.303718030e+02 1.449277723e+02
2.336763178e-01 1.318297080e+02 2.304247812e+02 1.449481777e+02
2.337755910e-01 1.317711059e+02 2.303290380e+02 1.448750433e+02
2.338748775e-01 1.318711937e+02 2.305106622e+02 1.449763767e+02
2.339741774e-01 1.319630592e+02 2.306779075e+02 1.450686579e+02
2.340734906e-01 1.319938398e+02 2.307383632e+02 1.450937793e+02
2.341728171e-01 1.320272025e+02 2.308033198e+02 1.451217348e+02
2.342721570e-01 1.321317272e+02 2.309926688e+02 1.452279007e+02
2.343715102e-01 1.320136912e+02 2.307929205e+02 1.450894477e+02
2.344708768e-01 1.318692354e+02 2.305469545e+02 1.449219753e+02
2.345702568e-01 1.319721775e+02 2.307334959e+02 1.450263913e+02
2.346696501e-01 1.318001561e+02 2.304392854e+02 1.448286497e+02
2.347690567e-01 1.317358459e+02 2.303333691e+02 1.447492821e+02
2.348684767e-01 1.317031493e+02 2.302827068e+02 1.447046573e+02
2.349679101e-01 1.314179802e+02 2.297905650e+02 1.443826571e+02
2.350673569e-01 1.314335081e+02 2.298241767e+02 1.443910359e+02
2.351668170e-01 1.313038556e+02 2.296039046e+02 1.442399289e+02
2.352662905e-01 1.310979277e+02 2.292502216e+02 1.440050538e+02
2.353657774e-01 1.310190280e+02 2.291186421e+02 1.439097320e+02
2.354652777e-01 1.310240810e+02 2.291338546e+02 1.439066275e+02
2.355647913e-01 1.309681056e+02 2.290423227e+02 1.438364973e+02
2.356643184e-01 1.309496065e+02 2.290163113e+02 1.438075306e+02
2.357638588e-01 1.306853680e+02 2.285604993e+02 1.435087137e+02
2.358634127e-01 1.305541717e+02 2.283373346e+02 1.433560196e+02
2.359629799e-01 1.304572473e+02 2.281740841e+02 1.432409728e+02
2.360625606e-01 1.303683503e+02 2.280248489e+02 1.431347522e+02
2.361621546e-01 1.302239840e+02 2.277785664e+02 1.429676456e+02
2.362617621e-01 1.301059746e+02 2.275783569e+02 1.428294924e+02
2.363613830e-01 1.299333365e+02 2.272825627e+02 1.426313872e+02
2.364610173e-01 1.299012816e+02 2.272326543e+02 1.425876173e+02
2.365606650e-01 1.297314697e+02 2.269417460e+02 1.423926500e+02
2.366603261e-01 1.296208529e+02 2.267543600e+02 1.422626733e+02
2.367600007e-01 1.294210726e+02 2.264109638e+02 1.420348575e+02
2.368596887e-01 1.294331441e+02 2.264381594e+02 1.420395533e+02
2.369593901e-01 1.294751208e+02 2.265176596e+02 1.420770633e+02
2.370591049e-01 1.293555320e+02 2.263144804e+02 1.419372873e+02
2.371588332e-01 1.291819734e+02 2.260168488e+02 1.417383114e+02
2.372585750e-01 1.291571135e+02 2.259793555e+02 1.417025004e+02
2.373583302e-01 1.290260106e+02 2.257559515e+02 1.415501369e+02
2.374580988e-01 1.288783982e+02 2.255036325e+02 1.413796797e+02
2.375578809e-01 1.288371209e+02 2.254373477e+02 1.413258844e+02
2.376576765e-01 1.288990264e+02 2.255515959e+02 1.413852723e+02
