# number of detected SNeII per unit of redshift interval 
#  z_random 	 dn_dz_Horiuchi dn_dz_Cole 	 dn_dz_Madau
1.659232199e-01 2.743108993e+04 4.603340764e+04 3.144777195e+04
1.660137210e-01 2.746362190e+04 4.609204326e+04 3.148327416e+04
1.661042333e-01 2.749617961e+04 4.615072758e+04 3.151880161e+04
1.661947575e-01 2.752876333e+04 4.620946108e+04 3.155435458e+04
1.662852934e-01 2.756137301e+04 4.626824371e+04 3.158993303e+04
1.663758405e-01 2.759400846e+04 4.632707509e+04 3.162553674e+04
1.664663988e-01 2.762666970e+04 4.638595525e+04 3.166116573e+04
1.665569683e-01 2.765935673e+04 4.644488421e+04 3.169681999e+04
1.666475489e-01 2.769206958e+04 4.650386199e+04 3.173249955e+04
1.667381408e-01 2.772480824e+04 4.656288861e+04 3.176820440e+04
1.668287438e-01 2.775757274e+04 4.662196408e+04 3.180393457e+04
1.669193580e-01 2.779036309e+04 4.668108842e+04 3.183969005e+04
1.670099834e-01 2.782317930e+04 4.674026167e+04 3.187547087e+04
1.671006200e-01 2.785602139e+04 4.679948383e+04 3.191127702e+04
1.671912689e-01 2.788888980e+04 4.685875571e+04 3.194710899e+04
1.672819292e-01 2.792178413e+04 4.691807660e+04 3.198296635e+04
1.673726007e-01 2.795470439e+04 4.697744646e+04 3.201884909e+04
1.674632834e-01 2.798765056e+04 4.703686532e+04 3.205475719e+04
1.675539773e-01 2.802062268e+04 4.709633319e+04 3.209069069e+04
1.676446824e-01 2.805362074e+04 4.715585009e+04 3.212664958e+04
1.677353987e-01 2.808664477e+04 4.721541605e+04 3.216263387e+04
1.678261263e-01 2.811969478e+04 4.727503107e+04 3.219864358e+04
1.679168650e-01 2.815277077e+04 4.733469519e+04 3.223467871e+04
1.680076150e-01 2.818587277e+04 4.739440841e+04 3.227073928e+04
1.680983765e-01 2.821900087e+04 4.745417091e+04 3.230682538e+04
1.681891502e-01 2.825215538e+04 4.751398326e+04 3.234293735e+04
1.682799351e-01 2.828533593e+04 4.757384477e+04 3.237907479e+04
1.683707313e-01 2.831854253e+04 4.763375546e+04 3.241523769e+04
1.684615387e-01 2.835177520e+04 4.769371537e+04 3.245142608e+04
1.685523574e-01 2.838503395e+04 4.775372450e+04 3.248763996e+04
1.686431873e-01 2.841831880e+04 4.781378288e+04 3.252387934e+04
1.687340285e-01 2.845162975e+04 4.787389053e+04 3.256014423e+04
1.688248809e-01 2.848496682e+04 4.793404746e+04 3.259643464e+04
1.689157445e-01 2.851833003e+04 4.799425369e+04 3.263275058e+04
1.690066194e-01 2.855171937e+04 4.805450925e+04 3.266909206e+04
1.690975059e-01 2.858513501e+04 4.811481438e+04 3.270545923e+04
1.691884046e-01 2.861857715e+04 4.817516948e+04 3.274185232e+04
1.692793146e-01 2.865204547e+04 4.823557396e+04 3.277827098e+04
1.693702358e-01 2.868553999e+04 4.829602785e+04 3.281471522e+04
1.694611683e-01 2.871906072e+04 4.835653115e+04 3.285118505e+04
1.695521120e-01 2.875260768e+04 4.841708390e+04 3.288768047e+04
1.696430670e-01 2.878618087e+04 4.847768611e+04 3.292420150e+04
1.697340334e-01 2.881978031e+04 4.853833779e+04 3.296074815e+04
1.698250109e-01 2.885340602e+04 4.859903898e+04 3.299732042e+04
1.699159998e-01 2.888705799e+04 4.865978968e+04 3.303391833e+04
1.700070000e-01 2.892073626e+04 4.872058993e+04 3.307054189e+04
1.700980117e-01 2.895444093e+04 4.878143991e+04 3.310719121e+04
1.701890357e-01 2.898817227e+04 4.884234011e+04 3.314386659e+04
1.702800709e-01 2.902192994e+04 4.890328992e+04 3.318056764e+04
1.703711175e-01 2.905571395e+04 4.896428933e+04 3.321729437e+04
1.704621754e-01 2.908952431e+04 4.902533839e+04 3.325404680e+04
1.705532445e-01 2.912336104e+04 4.908643709e+04 3.329082493e+04
1.706443250e-01 2.915722415e+04 4.914758548e+04 3.332762878e+04
1.707354168e-01 2.919111366e+04 4.920878355e+04 3.336445835e+04
1.708265199e-01 2.922502957e+04 4.927003134e+04 3.340131365e+04
1.709176343e-01 2.925897190e+04 4.933132886e+04 3.343819469e+04
1.710087601e-01 2.929294066e+04 4.939267613e+04 3.347510149e+04
1.710998971e-01 2.932693587e+04 4.945407319e+04 3.351203406e+04
1.711910467e-01 2.936095799e+04 4.951552085e+04 3.354899288e+04
1.712822076e-01 2.939500658e+04 4.957701831e+04 3.358597749e+04
1.713733799e-01 2.942908165e+04 4.963856561e+04 3.362298788e+04
1.714645635e-01 2.946318323e+04 4.970016276e+04 3.366002408e+04
1.715557584e-01 2.949731131e+04 4.976180977e+04 3.369708609e+04
1.716469647e-01 2.953146592e+04 4.982350667e+04 3.373417391e+04
1.717381822e-01 2.956564707e+04 4.988525348e+04 3.377128757e+04
1.718294112e-01 2.959985477e+04 4.994705022e+04 3.380842707e+04
1.719206515e-01 2.963408903e+04 5.000889690e+04 3.384559241e+04
1.720119031e-01 2.966834986e+04 5.007079355e+04 3.388278362e+04
1.721031661e-01 2.970263729e+04 5.013274019e+04 3.392000069e+04
1.721944412e-01 2.973695161e+04 5.019473734e+04 3.395724396e+04
1.722857281e-01 2.977129271e+04 5.025678482e+04 3.399451329e+04
1.723770264e-01 2.980566044e+04 5.031888234e+04 3.403180852e+04
1.724683360e-01 2.984005481e+04 5.038102992e+04 3.406912965e+04
1.725596570e-01 2.987447583e+04 5.044322759e+04 3.410647670e+04
1.726509893e-01 2.990892353e+04 5.050547535e+04 3.414384968e+04
1.727423331e-01 2.994339791e+04 5.056777324e+04 3.418124860e+04
1.728336882e-01 2.997789898e+04 5.063012127e+04 3.421867346e+04
1.729250547e-01 3.001242676e+04 5.069251945e+04 3.425612428e+04
1.730164325e-01 3.004698126e+04 5.075496782e+04 3.429360107e+04
1.731078218e-01 3.008156250e+04 5.081746638e+04 3.433110383e+04
1.731992225e-01 3.011617053e+04 5.088001524e+04 3.436863262e+04
1.732906357e-01 3.015080573e+04 5.094261506e+04 3.440618785e+04
1.733820604e-01 3.018546770e+04 5.100526515e+04 3.444376908e+04
1.734734963e-01 3.022015646e+04 5.106796551e+04 3.448137633e+04
1.735649437e-01 3.025487202e+04 5.113071616e+04 3.451900960e+04
1.736564025e-01 3.028961440e+04 5.119351713e+04 3.455666890e+04
1.737478727e-01 3.032438360e+04 5.125636844e+04 3.459435425e+04
1.738393543e-01 3.035917965e+04 5.131927009e+04 3.463206566e+04
1.739308474e-01 3.039400255e+04 5.138222212e+04 3.466980313e+04
1.740223518e-01 3.042885232e+04 5.144522454e+04 3.470756667e+04
1.741138676e-01 3.046372897e+04 5.150827738e+04 3.474535629e+04
1.742053949e-01 3.049863251e+04 5.157138064e+04 3.478317201e+04
1.742969340e-01 3.053356312e+04 5.163453465e+04 3.482101400e+04
1.743884853e-01 3.056852094e+04 5.169773963e+04 3.485888241e+04
1.744800480e-01 3.060350569e+04 5.176099511e+04 3.489677695e+04
1.745716221e-01 3.063851739e+04 5.182430109e+04 3.493469762e+04
1.746632076e-01 3.067355604e+04 5.188765760e+04 3.497264443e+04
1.747548046e-01 3.070862168e+04 5.195106466e+04 3.501061739e+04
1.748464131e-01 3.074371430e+04 5.201452228e+04 3.504861651e+04
1.749380329e-01 3.077883392e+04 5.207803049e+04 3.508664180e+04
1.750296642e-01 3.081398056e+04 5.214158931e+04 3.512469328e+04
1.751213070e-01 3.084915422e+04 5.220519875e+04 3.516277094e+04
1.752129612e-01 3.088435493e+04 5.226885883e+04 3.520087481e+04
1.753046269e-01 3.091958269e+04 5.233256957e+04 3.523900488e+04
1.753963045e-01 3.095483771e+04 5.239633135e+04 3.527716139e+04
1.754879942e-01 3.099012006e+04 5.246014428e+04 3.531534440e+04
1.755796954e-01 3.102542950e+04 5.252400793e+04 3.535355364e+04
1.756714081e-01 3.106076605e+04 5.258792231e+04 3.539178913e+04
1.757631322e-01 3.109612972e+04 5.265188746e+04 3.543005088e+04
1.758548678e-01 3.113152053e+04 5.271590338e+04 3.546833891e+04
1.759466148e-01 3.116693848e+04 5.277997011e+04 3.550665321e+04
1.760383734e-01 3.120238360e+04 5.284408765e+04 3.554499380e+04
1.761301434e-01 3.123785589e+04 5.290825603e+04 3.558336069e+04
1.762219249e-01 3.127335537e+04 5.297247526e+04 3.562175388e+04
1.763137179e-01 3.130888205e+04 5.303674537e+04 3.566017340e+04
1.764055223e-01 3.134443595e+04 5.310106638e+04 3.569861925e+04
1.764973387e-01 3.138001722e+04 5.316543855e+04 3.573709158e+04
1.765891672e-01 3.141562602e+04 5.322986219e+04 3.577559058e+04
1.766810073e-01 3.145126208e+04 5.329433679e+04 3.581411595e+04
1.767728589e-01 3.148692541e+04 5.335886235e+04 3.585266767e+04
1.768647220e-01 3.152261602e+04 5.342343891e+04 3.589124578e+04
1.769565965e-01 3.155833393e+04 5.348806648e+04 3.592985027e+04
1.770484826e-01 3.159407914e+04 5.355274508e+04 3.596848116e+04
1.771403802e-01 3.162985168e+04 5.361747473e+04 3.600713846e+04
1.772322893e-01 3.166565156e+04 5.368225544e+04 3.604582218e+04
1.773242099e-01 3.170147878e+04 5.374708725e+04 3.608453232e+04
1.774161421e-01 3.173733337e+04 5.381197016e+04 3.612326890e+04
1.775080857e-01 3.177321534e+04 5.387690420e+04 3.616203192e+04
1.776000409e-01 3.180912469e+04 5.394188938e+04 3.620082141e+04
1.776920088e-01 3.184506188e+04 5.400692651e+04 3.623963782e+04
1.777839881e-01 3.188102649e+04 5.407201483e+04 3.627848071e+04
1.778759790e-01 3.191701853e+04 5.413715435e+04 3.631735009e+04
1.779679814e-01 3.195303801e+04 5.420234509e+04 3.635624596e+04
1.780599954e-01 3.198908495e+04 5.426758707e+04 3.639516834e+04
1.781520209e-01 3.202515937e+04 5.433288032e+04 3.643411724e+04
1.782440579e-01 3.206126127e+04 5.439822484e+04 3.647309266e+04
1.783361065e-01 3.209739066e+04 5.446362067e+04 3.651209462e+04
1.784281667e-01 3.213354757e+04 5.452906782e+04 3.655112312e+04
1.785202384e-01 3.216973201e+04 5.459456630e+04 3.659017818e+04
1.786123216e-01 3.220594398e+04 5.466011615e+04 3.662925980e+04
1.787044165e-01 3.224218351e+04 5.472571737e+04 3.666836800e+04
1.787965233e-01 3.227845079e+04 5.479137033e+04 3.670750299e+04
1.788886424e-01 3.231474589e+04 5.485707513e+04 3.674666483e+04
1.789807730e-01 3.235106859e+04 5.492283137e+04 3.678585328e+04
1.790729151e-01 3.238741889e+04 5.498863907e+04 3.682506834e+04
1.791650689e-01 3.242379681e+04 5.505449824e+04 3.686431003e+04
1.792572342e-01 3.246020237e+04 5.512040890e+04 3.690357835e+04
1.793494111e-01 3.249663557e+04 5.518637107e+04 3.694287331e+04
1.794415996e-01 3.253309644e+04 5.525238477e+04 3.698219493e+04
1.795337997e-01 3.256958498e+04 5.531845003e+04 3.702154322e+04
1.796260113e-01 3.260610121e+04 5.538456686e+04 3.706091818e+04
1.797182346e-01 3.264264515e+04 5.545073527e+04 3.710031982e+04
1.798104694e-01 3.267921680e+04 5.551695529e+04 3.713974816e+04
1.799027159e-01 3.271581618e+04 5.558322694e+04 3.717920320e+04
1.799949746e-01 3.275244358e+04 5.564955074e+04 3.721868526e+04
1.800872453e-01 3.278909888e+04 5.571592647e+04 3.725819420e+04
1.801795276e-01 3.282578195e+04 5.578235388e+04 3.729772987e+04
1.802718216e-01 3.286249281e+04 5.584883300e+04 3.733729228e+04
1.803641271e-01 3.289923147e+04 5.591536384e+04 3.737688145e+04
1.804564443e-01 3.293599794e+04 5.598194642e+04 3.741649739e+04
1.805487730e-01 3.297279223e+04 5.604858077e+04 3.745614009e+04
1.806411134e-01 3.300961436e+04 5.611526690e+04 3.749580959e+04
1.807334655e-01 3.304646435e+04 5.618200482e+04 3.753550587e+04
1.808258291e-01 3.308334220e+04 5.624879457e+04 3.757522896e+04
1.809182044e-01 3.312024794e+04 5.631563616e+04 3.761497887e+04
1.810105913e-01 3.315718156e+04 5.638252961e+04 3.765475560e+04
1.811029898e-01 3.319414310e+04 5.644947493e+04 3.769455916e+04
1.811954006e-01 3.323113281e+04 5.651647261e+04 3.773438984e+04
1.812878235e-01 3.326815062e+04 5.658352250e+04 3.777424755e+04
1.813802580e-01 3.330519638e+04 5.665062433e+04 3.781413212e+04
1.814727042e-01 3.334227010e+04 5.671777811e+04 3.785404357e+04
1.815651620e-01 3.337937180e+04 5.678498386e+04 3.789398190e+04
1.816576314e-01 3.341650149e+04 5.685224161e+04 3.793394713e+04
1.817501125e-01 3.345365918e+04 5.691955137e+04 3.797393925e+04
1.818426053e-01 3.349084489e+04 5.698691316e+04 3.801395830e+04
1.819351097e-01 3.352805863e+04 5.705432700e+04 3.805400426e+04
1.820276258e-01 3.356530042e+04 5.712179291e+04 3.809407717e+04
1.821201536e-01 3.360257026e+04 5.718931091e+04 3.813417701e+04
1.822126930e-01 3.363986818e+04 5.725688102e+04 3.817430381e+04
1.823052442e-01 3.367719419e+04 5.732450326e+04 3.821445757e+04
1.823978072e-01 3.371454842e+04 5.739217786e+04 3.825463844e+04
1.824903827e-01 3.375193105e+04 5.745990515e+04 3.829484660e+04
1.825829699e-01 3.378934181e+04 5.752768463e+04 3.833508176e+04
1.826755688e-01 3.382678072e+04 5.759551631e+04 3.837534392e+04
1.827681793e-01 3.386424778e+04 5.766340022e+04 3.841563310e+04
1.828608015e-01 3.390174300e+04 5.773133636e+04 3.845594930e+04
1.829534354e-01 3.393926642e+04 5.779932477e+04 3.849629253e+04
1.830460811e-01 3.397681803e+04 5.786736546e+04 3.853666281e+04
1.831387384e-01 3.401439785e+04 5.793545845e+04 3.857706014e+04
1.832314074e-01 3.405200590e+04 5.800360376e+04 3.861748454e+04
1.833240881e-01 3.408964218e+04 5.807180140e+04 3.865793601e+04
1.834167806e-01 3.412730672e+04 5.814005141e+04 3.869841457e+04
1.835094847e-01 3.416499952e+04 5.820835379e+04 3.873892022e+04
1.836022006e-01 3.420272061e+04 5.827670856e+04 3.877945297e+04
1.836949289e-01 3.424047027e+04 5.834511627e+04 3.882001314e+04
1.837876692e-01 3.427824837e+04 5.841357663e+04 3.886060057e+04
1.838804212e-01 3.431605479e+04 5.848208944e+04 3.890121514e+04
1.839731850e-01 3.435388954e+04 5.855065473e+04 3.894185685e+04
1.840659604e-01 3.439175264e+04 5.861927250e+04 3.898252571e+04
1.841587477e-01 3.442964411e+04 5.868794279e+04 3.902322174e+04
1.842515466e-01 3.446756395e+04 5.875666561e+04 3.906394494e+04
1.843443573e-01 3.450551219e+04 5.882544097e+04 3.910469533e+04
1.844371797e-01 3.454348883e+04 5.889426891e+04 3.914547291e+04
1.845300139e-01 3.458149390e+04 5.896314943e+04 3.918627770e+04
1.846228598e-01 3.461952739e+04 5.903208255e+04 3.922710971e+04
1.847157175e-01 3.465758934e+04 5.910106831e+04 3.926796894e+04
1.848085869e-01 3.469567974e+04 5.917010670e+04 3.930885540e+04
1.849014681e-01 3.473379862e+04 5.923919777e+04 3.934976911e+04
1.849943618e-01 3.477194631e+04 5.930834208e+04 3.939071042e+04
1.850872674e-01 3.481012259e+04 5.937753926e+04 3.943167908e+04
1.851801849e-01 3.484832738e+04 5.944678915e+04 3.947267501e+04
1.852731141e-01 3.488656070e+04 5.951609178e+04 3.951369824e+04
1.853660550e-01 3.492482257e+04 5.958544717e+04 3.955474875e+04
1.854590078e-01 3.496311300e+04 5.965485534e+04 3.959582658e+04
1.855519723e-01 3.500143200e+04 5.972431631e+04 3.963693172e+04
1.856449486e-01 3.503977959e+04 5.979383009e+04 3.967806419e+04
1.857379367e-01 3.507815578e+04 5.986339671e+04 3.971922399e+04
1.858309365e-01 3.511656059e+04 5.993301618e+04 3.976041114e+04
1.859239482e-01 3.515499402e+04 6.000268853e+04 3.980162564e+04
1.860169716e-01 3.519345610e+04 6.007241377e+04 3.984286752e+04
1.861100069e-01 3.523194684e+04 6.014219192e+04 3.988413677e+04
1.862030539e-01 3.527046625e+04 6.021202301e+04 3.992543340e+04
1.862961133e-01 3.530901456e+04 6.028190744e+04 3.996675768e+04
1.863891849e-01 3.534759175e+04 6.035184516e+04 4.000810954e+04
1.864822683e-01 3.538619766e+04 6.042183587e+04 4.004948882e+04
1.865753635e-01 3.542483229e+04 6.049187958e+04 4.009089553e+04
1.866684705e-01 3.546349566e+04 6.056197632e+04 4.013232968e+04
1.867615893e-01 3.550218779e+04 6.063212611e+04 4.017379127e+04
1.868547200e-01 3.554090868e+04 6.070232896e+04 4.021528032e+04
1.869478624e-01 3.557965837e+04 6.077258489e+04 4.025679684e+04
1.870410167e-01 3.561843685e+04 6.084289393e+04 4.029834084e+04
1.871341828e-01 3.565724414e+04 6.091325609e+04 4.033991233e+04
1.872273608e-01 3.569608026e+04 6.098367139e+04 4.038151131e+04
1.873205506e-01 3.573494522e+04 6.105413985e+04 4.042313781e+04
1.874137522e-01 3.577383903e+04 6.112466149e+04 4.046479182e+04
1.875069656e-01 3.581276172e+04 6.119523633e+04 4.050647336e+04
1.876001909e-01 3.585171329e+04 6.126586439e+04 4.054818244e+04
1.876934290e-01 3.589069413e+04 6.133654636e+04 4.058991948e+04
1.877866789e-01 3.592970389e+04 6.140728161e+04 4.063168408e+04
1.878799406e-01 3.596874258e+04 6.147807014e+04 4.067347626e+04
1.879732142e-01 3.600781021e+04 6.154891195e+04 4.071529601e+04
1.880664997e-01 3.604690679e+04 6.161980709e+04 4.075714336e+04
1.881597970e-01 3.608603234e+04 6.169075555e+04 4.079901830e+04
1.882531062e-01 3.612518687e+04 6.176175736e+04 4.084092086e+04
1.883464273e-01 3.616437040e+04 6.183281254e+04 4.088285103e+04
1.884397602e-01 3.620358294e+04 6.190392112e+04 4.092480884e+04
1.885331050e-01 3.624282450e+04 6.197508309e+04 4.096679429e+04
1.886264617e-01 3.628209510e+04 6.204629850e+04 4.100880739e+04
1.887198302e-01 3.632139476e+04 6.211756735e+04 4.105084815e+04
1.888132106e-01 3.636072348e+04 6.218888967e+04 4.109291658e+04
1.889066029e-01 3.640008129e+04 6.226026547e+04 4.113501270e+04
1.890000071e-01 3.643946819e+04 6.233169478e+04 4.117713650e+04
1.890934241e-01 3.647888458e+04 6.240317829e+04 4.121928842e+04
1.891868530e-01 3.651833009e+04 6.247471535e+04 4.126146805e+04
1.892802938e-01 3.655780475e+04 6.254630597e+04 4.130367540e+04
1.893737464e-01 3.659730855e+04 6.261795017e+04 4.134591048e+04
1.894672110e-01 3.663684153e+04 6.268964796e+04 4.138817331e+04
1.895606875e-01 3.667640368e+04 6.276139937e+04 4.143046389e+04
1.896541758e-01 3.671599503e+04 6.283320442e+04 4.147278223e+04
1.897476761e-01 3.675561559e+04 6.290506312e+04 4.151512835e+04
1.898411883e-01 3.679526537e+04 6.297697550e+04 4.155750225e+04
1.899347124e-01 3.683494439e+04 6.304894157e+04 4.159990395e+04
1.900282485e-01 3.687465267e+04 6.312096135e+04 4.164233345e+04
1.901217964e-01 3.691439021e+04 6.319303486e+04 4.168479077e+04
1.902153563e-01 3.695415703e+04 6.326516213e+04 4.172727591e+04
1.903089281e-01 3.699395315e+04 6.333734316e+04 4.176978888e+04
1.904025118e-01 3.703377858e+04 6.340957798e+04 4.181232970e+04
1.904961080e-01 3.707363356e+04 6.348186702e+04 4.185489862e+04
1.905897165e-01 3.711351802e+04 6.355421015e+04 4.189749557e+04
1.906833369e-01 3.715343184e+04 6.362660713e+04 4.194012038e+04
1.907769693e-01 3.719337502e+04 6.369905797e+04 4.198277309e+04
1.908706136e-01 3.723334759e+04 6.377156269e+04 4.202545369e+04
1.909642698e-01 3.727334955e+04 6.384412131e+04 4.206816220e+04
1.910579380e-01 3.731338092e+04 6.391673386e+04 4.211089862e+04
1.911516182e-01 3.735344172e+04 6.398940035e+04 4.215366298e+04
1.912453103e-01 3.739353195e+04 6.406212079e+04 4.219645527e+04
1.913390144e-01 3.743365164e+04 6.413489521e+04 4.223927550e+04
1.914327304e-01 3.747380079e+04 6.420772363e+04 4.228212370e+04
1.915264584e-01 3.751397943e+04 6.428060606e+04 4.232499987e+04
1.916201984e-01 3.755418757e+04 6.435354253e+04 4.236790401e+04
1.917139503e-01 3.759442521e+04 6.442653306e+04 4.241083615e+04
1.918077143e-01 3.763469238e+04 6.449957765e+04 4.245379628e+04
1.919014901e-01 3.767498909e+04 6.457267634e+04 4.249678442e+04
1.919952787e-01 3.771531563e+04 6.464582964e+04 4.253980089e+04
1.920890794e-01 3.775567183e+04 6.471903723e+04 4.258284547e+04
1.921828921e-01 3.779605761e+04 6.479229897e+04 4.262591809e+04
1.922767168e-01 3.783647299e+04 6.486561488e+04 4.266901877e+04
1.923705534e-01 3.787691798e+04 6.493898497e+04 4.271214751e+04
1.924644021e-01 3.791739259e+04 6.501240927e+04 4.275530432e+04
1.925582628e-01 3.795789685e+04 6.508588779e+04 4.279848921e+04
1.926521355e-01 3.799843076e+04 6.515942055e+04 4.284170219e+04
1.927460201e-01 3.803899434e+04 6.523300758e+04 4.288494327e+04
1.928399168e-01 3.807958761e+04 6.530664889e+04 4.292821247e+04
1.929338255e-01 3.812021057e+04 6.538034450e+04 4.297150979e+04
1.930277462e-01 3.816086325e+04 6.545409442e+04 4.301483525e+04
1.931216790e-01 3.820154565e+04 6.552789868e+04 4.305818885e+04
1.932156237e-01 3.824225780e+04 6.560175731e+04 4.310157060e+04
1.933095805e-01 3.828299970e+04 6.567567030e+04 4.314498052e+04
1.934035493e-01 3.832377138e+04 6.574963769e+04 4.318841861e+04
1.934975305e-01 3.836457298e+04 6.582365976e+04 4.323188505e+04
1.935915241e-01 3.840540460e+04 6.589773665e+04 4.327537990e+04
1.936855298e-01 3.844626603e+04 6.597186798e+04 4.331890296e+04
1.937795476e-01 3.848715729e+04 6.604605379e+04 4.336245424e+04
1.938735774e-01 3.852807840e+04 6.612029408e+04 4.340603374e+04
1.939676192e-01 3.856902936e+04 6.619458888e+04 4.344964148e+04
1.940616731e-01 3.861001019e+04 6.626893821e+04 4.349327746e+04
1.941557390e-01 3.865102091e+04 6.634334209e+04 4.353694171e+04
1.942498170e-01 3.869206154e+04 6.641780052e+04 4.358063422e+04
1.943439071e-01 3.873313208e+04 6.649231355e+04 4.362435501e+04
1.944380091e-01 3.877423255e+04 6.656688117e+04 4.366810409e+04
1.945321233e-01 3.881536296e+04 6.664150341e+04 4.371188147e+04
1.946262495e-01 3.885652334e+04 6.671618030e+04 4.375568715e+04
1.947203878e-01 3.889771369e+04 6.679091184e+04 4.379952116e+04
1.948145382e-01 3.893893403e+04 6.686569807e+04 4.384338350e+04
1.949087006e-01 3.898018438e+04 6.694053898e+04 4.388727418e+04
1.950028751e-01 3.902146474e+04 6.701543462e+04 4.393119321e+04
1.950970621e-01 3.906277531e+04 6.709038531e+04 4.397514078e+04
1.951912616e-01 3.910411611e+04 6.716539106e+04 4.401911692e+04
1.952854731e-01 3.914548696e+04 6.724045159e+04 4.406312143e+04
1.953796968e-01 3.918688789e+04 6.731556690e+04 4.410715434e+04
1.954739325e-01 3.922831892e+04 6.739073703e+04 4.415121565e+04
1.955681804e-01 3.926978005e+04 6.746596198e+04 4.419530537e+04
1.956624403e-01 3.931127130e+04 6.754124179e+04 4.423942352e+04
1.957567123e-01 3.935279268e+04 6.761657645e+04 4.428357010e+04
1.958509964e-01 3.939434422e+04 6.769196601e+04 4.432774513e+04
1.959452927e-01 3.943592592e+04 6.776741046e+04 4.437194861e+04
1.960396010e-01 3.947753780e+04 6.784290984e+04 4.441618055e+04
1.961339215e-01 3.951917988e+04 6.791846417e+04 4.446044097e+04
1.962282540e-01 3.956085216e+04 6.799407345e+04 4.450472988e+04
1.963225987e-01 3.960255467e+04 6.806973771e+04 4.454904729e+04
1.964169555e-01 3.964428742e+04 6.814545697e+04 4.459339320e+04
1.965113245e-01 3.968605042e+04 6.822123125e+04 4.463776763e+04
1.966057056e-01 3.972784368e+04 6.829706056e+04 4.468217058e+04
1.967000988e-01 3.976966723e+04 6.837294493e+04 4.472660208e+04
1.967945048e-01 3.981152141e+04 6.844888497e+04 4.477106247e+04
1.968889231e-01 3.985340591e+04 6.852488012e+04 4.481555144e+04
1.969833534e-01 3.989532074e+04 6.860093038e+04 4.486006897e+04
1.970777960e-01 3.993726590e+04 6.867703577e+04 4.490461508e+04
1.971722506e-01 3.997924143e+04 6.875319630e+04 4.494918978e+04
1.972667174e-01 4.002124732e+04 6.882941201e+04 4.499379309e+04
1.973611964e-01 4.006328360e+04 6.890568290e+04 4.503842500e+04
1.974556875e-01 4.010535028e+04 6.898200899e+04 4.508308554e+04
1.975501908e-01 4.014744737e+04 6.905839031e+04 4.512777471e+04
1.976447062e-01 4.018957490e+04 6.913482687e+04 4.517249252e+04
1.977392338e-01 4.023173287e+04 6.921131869e+04 4.521723898e+04
1.978337736e-01 4.027392130e+04 6.928786580e+04 4.526201411e+04
1.979283255e-01 4.031614020e+04 6.936446820e+04 4.530681791e+04
1.980228896e-01 4.035838959e+04 6.944112592e+04 4.535165039e+04
1.981174659e-01 4.040066949e+04 6.951783897e+04 4.539651158e+04
1.982120544e-01 4.044297991e+04 6.959460738e+04 4.544140146e+04
1.983066550e-01 4.048532086e+04 6.967143117e+04 4.548632007e+04
1.984012678e-01 4.052769236e+04 6.974831035e+04 4.553126740e+04
1.984958934e-01 4.057009467e+04 6.982524539e+04 4.557624373e+04
1.985905314e-01 4.061252764e+04 6.990223601e+04 4.562124889e+04
1.986851815e-01 4.065499120e+04 6.997928208e+04 4.566628281e+04
1.987798438e-01 4.069748537e+04 7.005638361e+04 4.571134550e+04
1.988745184e-01 4.074001016e+04 7.013354063e+04 4.575643697e+04
1.989692051e-01 4.078256559e+04 7.021075316e+04 4.580155722e+04
1.990639041e-01 4.082515167e+04 7.028802121e+04 4.584670628e+04
1.991586152e-01 4.086776842e+04 7.036534480e+04 4.589188415e+04
1.992533386e-01 4.091041586e+04 7.044272395e+04 4.593709083e+04
1.993480741e-01 4.095309398e+04 7.052015868e+04 4.598232635e+04
1.994428219e-01 4.099580283e+04 7.059764901e+04 4.602759071e+04
1.995375820e-01 4.103854239e+04 7.067519496e+04 4.607288392e+04
1.996323542e-01 4.108131270e+04 7.075279655e+04 4.611820600e+04
1.997271387e-01 4.112411377e+04 7.083045379e+04 4.616355695e+04
1.998219354e-01 4.116694561e+04 7.090816671e+04 4.620893678e+04
1.999167443e-01 4.120980823e+04 7.098593532e+04 4.625434551e+04
2.000115655e-01 4.125270166e+04 7.106375964e+04 4.629978314e+04
2.001063989e-01 4.129562591e+04 7.114163969e+04 4.634524969e+04
2.002012446e-01 4.133858098e+04 7.121957549e+04 4.639074516e+04
2.002961030e-01 4.138156714e+04 7.129756749e+04 4.643626983e+04
2.003909738e-01 4.142458424e+04 7.137561542e+04 4.648182352e+04
2.004858569e-01 4.146763222e+04 7.145371916e+04 4.652740617e+04
2.005807523e-01 4.151071109e+04 7.153187871e+04 4.657301779e+04
2.006756599e-01 4.155382087e+04 7.161009411e+04 4.661865839e+04
2.007705798e-01 4.159696156e+04 7.168836537e+04 4.666432798e+04
2.008655119e-01 4.164013319e+04 7.176669251e+04 4.671002657e+04
2.009604563e-01 4.168333578e+04 7.184507555e+04 4.675575416e+04
2.010554130e-01 4.172656933e+04 7.192351451e+04 4.680151078e+04
2.011503820e-01 4.176983386e+04 7.200200940e+04 4.684729643e+04
2.012453632e-01 4.181312938e+04 7.208056024e+04 4.689311112e+04
2.013403567e-01 4.185645592e+04 7.215916706e+04 4.693895487e+04
2.014353625e-01 4.189981349e+04 7.223782987e+04 4.698482767e+04
2.015303805e-01 4.194320209e+04 7.231654869e+04 4.703072955e+04
2.016254109e-01 4.198662176e+04 7.239532354e+04 4.707666052e+04
2.017204535e-01 4.203007249e+04 7.247415444e+04 4.712262058e+04
