# number of detected SNeII per unit of redshift interval 
#  z_random 	 dn_dz_Horiuchi dn_dz_Cole 	 dn_dz_Madau
3.195410461e-01 7.768945549e+04 1.360433053e+05 8.118302485e+04
3.196523986e-01 7.774999017e+04 1.361462112e+05 8.124102138e+04
3.197637674e-01 7.781056029e+04 1.362491665e+05 8.129904655e+04
3.198751523e-01 7.787116586e+04 1.363521714e+05 8.135710037e+04
3.199865535e-01 7.793180690e+04 1.364552257e+05 8.141518285e+04
3.200979710e-01 7.799248344e+04 1.365583295e+05 8.147329399e+04
3.202094059e-01 7.805319615e+04 1.366614840e+05 8.153143447e+04
3.203208573e-01 7.811394453e+04 1.367646883e+05 8.158960376e+04
3.204323250e-01 7.817472845e+04 1.368679421e+05 8.164780176e+04
3.205438089e-01 7.823554793e+04 1.369712454e+05 8.170602845e+04
3.206553090e-01 7.829640297e+04 1.370745982e+05 8.176428387e+04
3.207668255e-01 7.835729360e+04 1.371780006e+05 8.182256800e+04
3.208783582e-01 7.841821983e+04 1.372814526e+05 8.188088086e+04
3.209899071e-01 7.847918168e+04 1.373849541e+05 8.193922246e+04
3.211014725e-01 7.854017926e+04 1.374885054e+05 8.199759292e+04
3.212130555e-01 7.860121323e+04 1.375921075e+05 8.205599283e+04
3.213246548e-01 7.866228286e+04 1.376957591e+05 8.211442150e+04
3.214362704e-01 7.872338817e+04 1.377994604e+05 8.217287895e+04
3.215479022e-01 7.878452919e+04 1.379032113e+05 8.223136519e+04
3.216595504e-01 7.884570592e+04 1.380070117e+05 8.228988023e+04
3.217712148e-01 7.890691837e+04 1.381108618e+05 8.234842406e+04
3.218828955e-01 7.896816658e+04 1.382147615e+05 8.240699671e+04
3.219945925e-01 7.902945055e+04 1.383187109e+05 8.246559817e+04
3.221063067e-01 7.909077075e+04 1.384227106e+05 8.252422891e+04
3.222180378e-01 7.915212714e+04 1.385267607e+05 8.258288886e+04
3.223297853e-01 7.921351935e+04 1.386308604e+05 8.264157765e+04
3.224415491e-01 7.927494738e+04 1.387350098e+05 8.270029531e+04
3.225533292e-01 7.933641126e+04 1.388392088e+05 8.275904183e+04
3.226651257e-01 7.939791099e+04 1.389434575e+05 8.281781722e+04
3.227769384e-01 7.945944660e+04 1.390477559e+05 8.287662150e+04
3.228887675e-01 7.952101811e+04 1.391521040e+05 8.293545467e+04
3.230006130e-01 7.958262557e+04 1.392565019e+05 8.299431679e+04
3.231124764e-01 7.964426977e+04 1.393609509e+05 8.305320860e+04
3.232243560e-01 7.970594991e+04 1.394654496e+05 8.311212933e+04
3.233362520e-01 7.976766601e+04 1.395699980e+05 8.317107898e+04
3.234481644e-01 7.982941809e+04 1.396745961e+05 8.323005758e+04
3.235600931e-01 7.989120616e+04 1.397792439e+05 8.328906513e+04
3.236720382e-01 7.995303023e+04 1.398839416e+05 8.334810163e+04
3.237839996e-01 8.001489032e+04 1.399886889e+05 8.340716709e+04
3.238959774e-01 8.007678646e+04 1.400934860e+05 8.346626153e+04
3.240079726e-01 8.013871923e+04 1.401983339e+05 8.352538551e+04
3.241199848e-01 8.020068837e+04 1.403032320e+05 8.358453876e+04
3.242320132e-01 8.026269359e+04 1.404081800e+05 8.364372101e+04
3.243440581e-01 8.032473492e+04 1.405131777e+05 8.370293228e+04
3.244561194e-01 8.038681237e+04 1.406182252e+05 8.376217256e+04
3.245681970e-01 8.044892596e+04 1.407233225e+05 8.382144188e+04
3.246802911e-01 8.051107570e+04 1.408284696e+05 8.388074022e+04
3.247924015e-01 8.057326161e+04 1.409336666e+05 8.394006762e+04
3.249045289e-01 8.063548404e+04 1.410389139e+05 8.399942439e+04
3.250166737e-01 8.069774323e+04 1.411442120e+05 8.405881075e+04
3.251288350e-01 8.076003864e+04 1.412495600e+05 8.411822619e+04
3.252410126e-01 8.082237028e+04 1.413549577e+05 8.417767071e+04
3.253532067e-01 8.088473818e+04 1.414604054e+05 8.423714432e+04
3.254654172e-01 8.094714234e+04 1.415659029e+05 8.429664704e+04
3.255776441e-01 8.100958279e+04 1.416714503e+05 8.435617886e+04
3.256898874e-01 8.107205953e+04 1.417770476e+05 8.441573981e+04
3.258021475e-01 8.113457276e+04 1.418826950e+05 8.447533003e+04
3.259144253e-01 8.119712306e+04 1.419883935e+05 8.453495009e+04
3.260267195e-01 8.125970971e+04 1.420941420e+05 8.459459931e+04
3.261390302e-01 8.132233272e+04 1.421999404e+05 8.465427768e+04
3.262513574e-01 8.138499212e+04 1.423057886e+05 8.471398521e+04
3.263637010e-01 8.144768792e+04 1.424116868e+05 8.477372192e+04
3.264760610e-01 8.151042014e+04 1.425176350e+05 8.483348781e+04
3.265884375e-01 8.157318879e+04 1.426236331e+05 8.489328289e+04
3.267008306e-01 8.163599394e+04 1.427296812e+05 8.495310723e+04
3.268132416e-01 8.169883642e+04 1.428357807e+05 8.501296159e+04
3.269256692e-01 8.176171538e+04 1.429419301e+05 8.507284517e+04
3.270381132e-01 8.182463083e+04 1.430481296e+05 8.513275798e+04
3.271505737e-01 8.188758280e+04 1.431543790e+05 8.519270003e+04
3.272630506e-01 8.195057131e+04 1.432606784e+05 8.525267132e+04
3.273755441e-01 8.201359636e+04 1.433670278e+05 8.531267187e+04
3.274880540e-01 8.207665797e+04 1.434734271e+05 8.537270168e+04
3.276005805e-01 8.213975621e+04 1.435798766e+05 8.543276080e+04
3.277131251e-01 8.220289192e+04 1.436863775e+05 8.549285005e+04
3.278256862e-01 8.226606426e+04 1.437929285e+05 8.555296859e+04
3.279382638e-01 8.232927322e+04 1.438995295e+05 8.561311644e+04
3.280508579e-01 8.239251883e+04 1.440061805e+05 8.567329359e+04
3.281634685e-01 8.245580110e+04 1.441128815e+05 8.573350006e+04
3.282760956e-01 8.251912006e+04 1.442196326e+05 8.579373585e+04
3.283887392e-01 8.258247571e+04 1.443264338e+05 8.585400099e+04
3.285013996e-01 8.264586817e+04 1.444332852e+05 8.591429557e+04
3.286140779e-01 8.270929821e+04 1.445401880e+05 8.597462029e+04
3.287267728e-01 8.277276498e+04 1.446471410e+05 8.603497439e+04
3.288394842e-01 8.283626853e+04 1.447541440e+05 8.609535785e+04
3.289522122e-01 8.289980885e+04 1.448611971e+05 8.615577070e+04
3.290649567e-01 8.296338597e+04 1.449683003e+05 8.621621294e+04
3.291777178e-01 8.302699990e+04 1.450754536e+05 8.627668458e+04
3.292904954e-01 8.309065066e+04 1.451826570e+05 8.633718563e+04
3.294032900e-01 8.315433850e+04 1.452899110e+05 8.639771633e+04
3.295161024e-01 8.321806392e+04 1.453972162e+05 8.645827713e+04
3.296289314e-01 8.328182622e+04 1.455045716e+05 8.651886737e+04
3.297417769e-01 8.334562542e+04 1.456119772e+05 8.657948706e+04
3.298546390e-01 8.340946153e+04 1.457194328e+05 8.664013620e+04
3.299675177e-01 8.347333456e+04 1.458269387e+05 8.670081480e+04
3.300804130e-01 8.353724455e+04 1.459344947e+05 8.676152288e+04
3.301933248e-01 8.360119149e+04 1.460421008e+05 8.682226044e+04
3.303062541e-01 8.366517588e+04 1.461497579e+05 8.688302793e+04
3.304192008e-01 8.372919777e+04 1.462574661e+05 8.694382540e+04
3.305321641e-01 8.379325667e+04 1.463652244e+05 8.700465238e+04
3.306451441e-01 8.385735259e+04 1.464730329e+05 8.706550888e+04
3.307581406e-01 8.392148557e+04 1.465808917e+05 8.712639490e+04
3.308711537e-01 8.398565560e+04 1.466888006e+05 8.718731047e+04
3.309841835e-01 8.404986272e+04 1.467967597e+05 8.724825557e+04
3.310972298e-01 8.411410693e+04 1.469047691e+05 8.730923024e+04
3.312102941e-01 8.417838902e+04 1.470128300e+05 8.737023520e+04
3.313233755e-01 8.424270845e+04 1.471209415e+05 8.743126993e+04
3.314364734e-01 8.430706503e+04 1.472291032e+05 8.749233424e+04
3.315495880e-01 8.437145877e+04 1.473373152e+05 8.755342814e+04
3.316627192e-01 8.443588969e+04 1.474455774e+05 8.761455165e+04
3.317758670e-01 8.450035781e+04 1.475538899e+05 8.767570477e+04
3.318890315e-01 8.456486314e+04 1.476622527e+05 8.773688750e+04
3.320022129e-01 8.462940587e+04 1.477706660e+05 8.779810002e+04
3.321154124e-01 8.469398666e+04 1.478791310e+05 8.785934296e+04
3.322286286e-01 8.475860472e+04 1.479876463e+05 8.792061555e+04
3.323418614e-01 8.482326007e+04 1.480962119e+05 8.798191779e+04
3.324551109e-01 8.488795271e+04 1.482048278e+05 8.804324970e+04
3.325683771e-01 8.495268266e+04 1.483134941e+05 8.810461128e+04
3.326816599e-01 8.501744995e+04 1.484222106e+05 8.816600254e+04
3.327949594e-01 8.508225458e+04 1.485309775e+05 8.822742350e+04
3.329082766e-01 8.514709720e+04 1.486397957e+05 8.828887474e+04
3.330216112e-01 8.521197758e+04 1.487486649e+05 8.835035606e+04
3.331349625e-01 8.527689536e+04 1.488575845e+05 8.841186710e+04
3.332483305e-01 8.534185055e+04 1.489665544e+05 8.847340787e+04
3.333617152e-01 8.540684318e+04 1.490755747e+05 8.853497838e+04
3.334751166e-01 8.547187325e+04 1.491846454e+05 8.859657863e+04
3.335885346e-01 8.553694079e+04 1.492937664e+05 8.865820864e+04
3.337019697e-01 8.560204597e+04 1.494029381e+05 8.871986855e+04
3.338154229e-01 8.566718950e+04 1.495121616e+05 8.878155906e+04
3.339288929e-01 8.573237056e+04 1.496214355e+05 8.884327936e+04
3.340423796e-01 8.579758915e+04 1.497307598e+05 8.890502944e+04
3.341558830e-01 8.586284529e+04 1.498401346e+05 8.896680933e+04
3.342694031e-01 8.592813899e+04 1.499495597e+05 8.902861903e+04
3.343829400e-01 8.599347028e+04 1.500590353e+05 8.909045856e+04
3.344964935e-01 8.605883917e+04 1.501685613e+05 8.915232791e+04
3.346100652e-01 8.612424644e+04 1.502781390e+05 8.921422781e+04
3.347236540e-01 8.618969161e+04 1.503877676e+05 8.927615782e+04
3.348372596e-01 8.625517443e+04 1.504974466e+05 8.933811769e+04
3.349508820e-01 8.632069493e+04 1.506071761e+05 8.940010743e+04
3.350645211e-01 8.638625310e+04 1.507169561e+05 8.946212703e+04
3.351781769e-01 8.645184898e+04 1.508267865e+05 8.952417653e+04
3.352918495e-01 8.651748258e+04 1.509366675e+05 8.958625591e+04
3.354055396e-01 8.658315434e+04 1.510465996e+05 8.964836560e+04
3.355192476e-01 8.664886447e+04 1.511565832e+05 8.971050578e+04
3.356329723e-01 8.671461237e+04 1.512666174e+05 8.977267589e+04
3.357467138e-01 8.678039806e+04 1.513767020e+05 8.983487593e+04
3.358604721e-01 8.684622155e+04 1.514868372e+05 8.989710590e+04
3.359742471e-01 8.691208287e+04 1.515970228e+05 8.995936583e+04
3.360880390e-01 8.697798202e+04 1.517072590e+05 9.002165571e+04
3.362018479e-01 8.704391917e+04 1.518175460e+05 9.008397569e+04
3.363156751e-01 8.710989510e+04 1.519278850e+05 9.014632651e+04
3.364295192e-01 8.717590893e+04 1.520382746e+05 9.020870732e+04
3.365433800e-01 8.724196066e+04 1.521487147e+05 9.027111812e+04
3.366572577e-01 8.730805031e+04 1.522592054e+05 9.033355892e+04
3.367711521e-01 8.737417791e+04 1.523697467e+05 9.039602974e+04
3.368850634e-01 8.744034346e+04 1.524803385e+05 9.045853058e+04
3.369989915e-01 8.750654699e+04 1.525909809e+05 9.052106145e+04
3.371129382e-01 8.757278950e+04 1.527016755e+05 9.058362330e+04
3.372269018e-01 8.763907010e+04 1.528124209e+05 9.064621526e+04
3.373408822e-01 8.770538872e+04 1.529232168e+05 9.070883729e+04
3.374548795e-01 8.777174538e+04 1.530340634e+05 9.077148938e+04
3.375688936e-01 8.783814011e+04 1.531449605e+05 9.083417155e+04
3.376829245e-01 8.790457291e+04 1.532559083e+05 9.089688381e+04
3.377969723e-01 8.797104381e+04 1.533669067e+05 9.095962616e+04
3.379110384e-01 8.803755366e+04 1.534779572e+05 9.102239942e+04
3.380251217e-01 8.810410188e+04 1.535890587e+05 9.108520301e+04
3.381392219e-01 8.817068825e+04 1.537002108e+05 9.114803672e+04
3.382533390e-01 8.823731277e+04 1.538114136e+05 9.121090056e+04
3.383674729e-01 8.830397548e+04 1.539226670e+05 9.127379455e+04
3.384816238e-01 8.837067638e+04 1.540339711e+05 9.133671869e+04
3.385957914e-01 8.843741550e+04 1.541453259e+05 9.139967298e+04
3.387099773e-01 8.850419362e+04 1.542567326e+05 9.146265817e+04
3.388241806e-01 8.857101031e+04 1.543681906e+05 9.152567384e+04
3.389384008e-01 8.863786527e+04 1.544796992e+05 9.158871970e+04
3.390526379e-01 8.870475851e+04 1.545912585e+05 9.165179576e+04
3.391668919e-01 8.877169005e+04 1.547028686e+05 9.171490202e+04
3.392811628e-01 8.883865991e+04 1.548145293e+05 9.177803850e+04
3.393954506e-01 8.890566811e+04 1.549262408e+05 9.184120520e+04
3.395097566e-01 8.897271540e+04 1.550380042e+05 9.190440285e+04
3.396240800e-01 8.903980142e+04 1.551498189e+05 9.196763107e+04
3.397384204e-01 8.910692583e+04 1.552616844e+05 9.203088954e+04
3.398527778e-01 8.917408864e+04 1.553736007e+05 9.209417827e+04
3.399671520e-01 8.924128987e+04 1.554855676e+05 9.215749727e+04
3.400815432e-01 8.930852954e+04 1.555975854e+05 9.222084655e+04
3.401959513e-01 8.937580767e+04 1.557096538e+05 9.228422612e+04
3.403103777e-01 8.944312507e+04 1.558217744e+05 9.234763674e+04
3.404248216e-01 8.951048128e+04 1.559339463e+05 9.241107797e+04
3.405392824e-01 8.957787599e+04 1.560461690e+05 9.247454951e+04
3.406537601e-01 8.964530923e+04 1.561584424e+05 9.253805138e+04
3.407682549e-01 8.971278101e+04 1.562707667e+05 9.260158358e+04
3.408827665e-01 8.978029135e+04 1.563831417e+05 9.266514613e+04
3.409972952e-01 8.984784027e+04 1.564955676e+05 9.272873903e+04
3.411118423e-01 8.991542870e+04 1.566080458e+05 9.279236316e+04
3.412264068e-01 8.998305595e+04 1.567205751e+05 9.285601785e+04
3.413409882e-01 9.005072183e+04 1.568331553e+05 9.291970293e+04
3.414555866e-01 9.011842635e+04 1.569457863e+05 9.298341840e+04
3.415702020e-01 9.018616954e+04 1.570584682e+05 9.304716426e+04
3.416848344e-01 9.025395142e+04 1.571712009e+05 9.311094054e+04
3.417994838e-01 9.032177198e+04 1.572839844e+05 9.317474723e+04
3.419141520e-01 9.038963237e+04 1.573968206e+05 9.323858539e+04
3.420288373e-01 9.045753153e+04 1.575097078e+05 9.330245402e+04
3.421435396e-01 9.052546944e+04 1.576226458e+05 9.336635309e+04
3.422582589e-01 9.059344611e+04 1.577356347e+05 9.343028262e+04
3.423729952e-01 9.066146158e+04 1.578486745e+05 9.349424262e+04
3.424877485e-01 9.072951584e+04 1.579617651e+05 9.355823309e+04
3.426025191e-01 9.079760912e+04 1.580749070e+05 9.362225422e+04
3.427173084e-01 9.086574219e+04 1.581881014e+05 9.368630675e+04
3.428321147e-01 9.093391412e+04 1.583013467e+05 9.375038977e+04
3.429469380e-01 9.100212493e+04 1.584146429e+05 9.381450331e+04
3.430617784e-01 9.107037462e+04 1.585279900e+05 9.387864737e+04
3.431766358e-01 9.113866322e+04 1.586413880e+05 9.394282195e+04
3.432915102e-01 9.120699074e+04 1.587548370e+05 9.400702708e+04
3.434064025e-01 9.127535771e+04 1.588683377e+05 9.407126322e+04
3.435213130e-01 9.134376430e+04 1.589818905e+05 9.413553054e+04
3.436362406e-01 9.141220987e+04 1.590954942e+05 9.419982843e+04
3.437511852e-01 9.148069443e+04 1.592091489e+05 9.426415689e+04
3.438661468e-01 9.154921801e+04 1.593228545e+05 9.432851594e+04
3.439811255e-01 9.161778061e+04 1.594366111e+05 9.439290558e+04
3.440961213e-01 9.168638226e+04 1.595504187e+05 9.445732582e+04
3.442111356e-01 9.175502385e+04 1.596642787e+05 9.452177750e+04
3.443261675e-01 9.182370482e+04 1.597781902e+05 9.458626008e+04
3.444412165e-01 9.189242490e+04 1.598921527e+05 9.465077329e+04
3.445562826e-01 9.196118409e+04 1.600061662e+05 9.471531714e+04
3.446713657e-01 9.202998242e+04 1.601202307e+05 9.477989164e+04
3.447864660e-01 9.209881990e+04 1.602343462e+05 9.484449680e+04
3.449015835e-01 9.216769667e+04 1.603485130e+05 9.490913275e+04
3.450167200e-01 9.223661370e+04 1.604627325e+05 9.497380037e+04
3.451318735e-01 9.230556993e+04 1.605770030e+05 9.503849867e+04
3.452470441e-01 9.237456538e+04 1.606913246e+05 9.510322768e+04
3.453622319e-01 9.244360008e+04 1.608056972e+05 9.516798738e+04
3.454774367e-01 9.251267403e+04 1.609201209e+05 9.523277780e+04
3.455926587e-01 9.258178726e+04 1.610345956e+05 9.529759895e+04
3.457078989e-01 9.265094040e+04 1.611491224e+05 9.536245141e+04
3.458231571e-01 9.272013343e+04 1.612637013e+05 9.542733515e+04
3.459384325e-01 9.278936579e+04 1.613783312e+05 9.549224965e+04
3.460537250e-01 9.285863749e+04 1.614930121e+05 9.555719490e+04
3.461690347e-01 9.292794856e+04 1.616077442e+05 9.562217093e+04
3.462843615e-01 9.299729902e+04 1.617225274e+05 9.568717773e+04
3.463997054e-01 9.306668886e+04 1.618373616e+05 9.575221533e+04
3.465150685e-01 9.313611932e+04 1.619522489e+05 9.581728483e+04
3.466304487e-01 9.320558923e+04 1.620671874e+05 9.588238516e+04
3.467458462e-01 9.327509860e+04 1.621821770e+05 9.594751631e+04
3.468612608e-01 9.334464743e+04 1.622972177e+05 9.601267829e+04
3.469766925e-01 9.341423575e+04 1.624123095e+05 9.607787110e+04
3.470921415e-01 9.348386358e+04 1.625274524e+05 9.614309475e+04
3.472076086e-01 9.355353153e+04 1.626426475e+05 9.620834983e+04
3.473230939e-01 9.362323964e+04 1.627578948e+05 9.627363634e+04
3.474385964e-01 9.369298731e+04 1.628731932e+05 9.633895373e+04
3.475541161e-01 9.376277456e+04 1.629885427e+05 9.640430200e+04
3.476696530e-01 9.383260140e+04 1.631039434e+05 9.646968116e+04
3.477852071e-01 9.390246786e+04 1.632193953e+05 9.653509122e+04
3.479007785e-01 9.397237400e+04 1.633348985e+05 9.660053225e+04
3.480163690e-01 9.404232096e+04 1.634504547e+05 9.666600529e+04
3.481319767e-01 9.411230759e+04 1.635660622e+05 9.673150927e+04
3.482476017e-01 9.418233390e+04 1.636817209e+05 9.679704418e+04
3.483632439e-01 9.425239992e+04 1.637974307e+05 9.686261003e+04
3.484789033e-01 9.432250564e+04 1.639131917e+05 9.692820685e+04
3.485945799e-01 9.439265111e+04 1.640290040e+05 9.699383462e+04
3.487102751e-01 9.446283714e+04 1.641448688e+05 9.705949414e+04
3.488259883e-01 9.453306338e+04 1.642607855e+05 9.712518504e+04
3.489417186e-01 9.460332941e+04 1.643767535e+05 9.719090693e+04
3.490574663e-01 9.467363524e+04 1.644927727e+05 9.725665983e+04
3.491732311e-01 9.474398090e+04 1.646088431e+05 9.732244374e+04
3.492890133e-01 9.481436640e+04 1.647249648e+05 9.738825867e+04
3.494048133e-01 9.488479214e+04 1.648411384e+05 9.745410498e+04
3.495206320e-01 9.495525864e+04 1.649573646e+05 9.751998316e+04
3.496364679e-01 9.502576504e+04 1.650736421e+05 9.758589238e+04
3.497523212e-01 9.509631135e+04 1.651899709e+05 9.765183267e+04
3.498681917e-01 9.516689759e+04 1.653063510e+05 9.771780402e+04
3.499840795e-01 9.523752378e+04 1.654227823e+05 9.778380645e+04
3.500999845e-01 9.530818994e+04 1.655392649e+05 9.784983996e+04
3.502159090e-01 9.537889735e+04 1.656558009e+05 9.791590575e+04
3.503318507e-01 9.544964477e+04 1.657723882e+05 9.798200265e+04
3.504478097e-01 9.552043221e+04 1.658890268e+05 9.804813067e+04
3.505637860e-01 9.559125969e+04 1.660057166e+05 9.811428981e+04
3.506797796e-01 9.566212723e+04 1.661224578e+05 9.818048008e+04
3.507957905e-01 9.573303484e+04 1.662392503e+05 9.824670149e+04
3.509118202e-01 9.580398349e+04 1.663560957e+05 9.831295494e+04
3.510278679e-01 9.587497258e+04 1.664729930e+05 9.837923986e+04
3.511439328e-01 9.594600181e+04 1.665899416e+05 9.844555596e+04
3.512600150e-01 9.601707119e+04 1.667069416e+05 9.851190323e+04
3.513761146e-01 9.608818073e+04 1.668239929e+05 9.857828169e+04
3.514922315e-01 9.615933045e+04 1.669410955e+05 9.864469135e+04
3.516083669e-01 9.623052104e+04 1.670582506e+05 9.871113284e+04
3.517245206e-01 9.630175247e+04 1.671754581e+05 9.877760613e+04
3.518406916e-01 9.637302415e+04 1.672927170e+05 9.884411065e+04
3.519568800e-01 9.644433607e+04 1.674100272e+05 9.891064640e+04
3.520730857e-01 9.651568827e+04 1.675273888e+05 9.897721340e+04
3.521893087e-01 9.658708076e+04 1.676448018e+05 9.904381165e+04
3.523055499e-01 9.665851401e+04 1.677622669e+05 9.911044158e+04
3.524218098e-01 9.672998844e+04 1.678797848e+05 9.917710358e+04
3.525380871e-01 9.680150322e+04 1.679973541e+05 9.924379687e+04
3.526543817e-01 9.687305836e+04 1.681149749e+05 9.931052145e+04
3.527706938e-01 9.694465388e+04 1.682326470e+05 9.937727733e+04
3.528870232e-01 9.701628980e+04 1.683503706e+05 9.944406452e+04
3.530033704e-01 9.708796640e+04 1.684681460e+05 9.951088328e+04
3.531197367e-01 9.715968449e+04 1.685859746e+05 9.957773434e+04
3.532361204e-01 9.723144304e+04 1.687038546e+05 9.964461675e+04
3.533525215e-01 9.730324205e+04 1.688217860e+05 9.971153050e+04
3.534689400e-01 9.737508156e+04 1.689397689e+05 9.977847561e+04
3.535853759e-01 9.744696157e+04 1.690578032e+05 9.984545208e+04
3.537018294e-01 9.751888225e+04 1.691758892e+05 9.991246007e+04
3.538183022e-01 9.759084466e+04 1.692940287e+05 9.997950054e+04
3.539347925e-01 9.766284763e+04 1.694122196e+05 1.000465724e+05
3.540513002e-01 9.773489118e+04 1.695304620e+05 1.001136757e+05
3.541678253e-01 9.780697533e+04 1.696487558e+05 1.001808104e+05
3.542843679e-01 9.787910010e+04 1.697671011e+05 1.002479765e+05
3.544009279e-01 9.795126557e+04 1.698854981e+05 1.003151741e+05
3.545175075e-01 9.802347297e+04 1.700039486e+05 1.003824043e+05
3.546341045e-01 9.809572103e+04 1.701224506e+05 1.004496660e+05
3.547507190e-01 9.816800979e+04 1.702410041e+05 1.005169591e+05
3.548673509e-01 9.824033925e+04 1.703596091e+05 1.005842837e+05
3.549840002e-01 9.831270943e+04 1.704782657e+05 1.006516398e+05
3.551006671e-01 9.838512042e+04 1.705969738e+05 1.007190274e+05
3.552173536e-01 9.845757346e+04 1.707157356e+05 1.007864478e+05
3.553340575e-01 9.853006728e+04 1.708345489e+05 1.008538996e+05
3.554507788e-01 9.860260191e+04 1.709534138e+05 1.009213830e+05
3.555675177e-01 9.867517734e+04 1.710723302e+05 1.009888978e+05
3.556842740e-01 9.874779361e+04 1.711912981e+05 1.010564443e+05
3.558010479e-01 9.882045082e+04 1.713103178e+05 1.011240223e+05
3.559178414e-01 9.889315018e+04 1.714293911e+05 1.011916331e+05
3.560346524e-01 9.896589043e+04 1.715485159e+05 1.012592754e+05
3.561514808e-01 9.903867159e+04 1.716676924e+05 1.013269493e+05
3.562683268e-01 9.911149367e+04 1.717869204e+05 1.013946548e+05
3.563851903e-01 9.918435670e+04 1.719061999e+05 1.014623919e+05
3.565020715e-01 9.925726086e+04 1.720255314e+05 1.015301607e+05
3.566189722e-01 9.933020720e+04 1.721449164e+05 1.015979623e+05
3.567358904e-01 9.940319455e+04 1.722643530e+05 1.016657955e+05
3.568528261e-01 9.947622291e+04 1.723838411e+05 1.017336603e+05
3.569697793e-01 9.954929231e+04 1.725033809e+05 1.018015568e+05
3.570867500e-01 9.962240276e+04 1.726229723e+05 1.018694849e+05
3.572037388e-01 9.969555459e+04 1.727426159e+05 1.019374449e+05
3.573207469e-01 9.976874859e+04 1.728623128e+05 1.020054377e+05
3.574377724e-01 9.984198370e+04 1.729820613e+05 1.020734621e+05
3.575548155e-01 9.991525994e+04 1.731018615e+05 1.021415181e+05
3.576718762e-01 9.998857732e+04 1.732217133e+05 1.022096059e+05
3.577889544e-01 1.000619359e+05 1.733416167e+05 1.022777254e+05
3.579060510e-01 1.001353361e+05 1.734615726e+05 1.023458770e+05
3.580231665e-01 1.002087784e+05 1.735815816e+05 1.024140612e+05
3.581402997e-01 1.002822620e+05 1.737016423e+05 1.024822772e+05
3.582574504e-01 1.003557868e+05 1.738217546e+05 1.025505249e+05
3.583746186e-01 1.004293528e+05 1.739419186e+05 1.026188043e+05
3.584918044e-01 1.005029601e+05 1.740621343e+05 1.026871155e+05
3.586090090e-01 1.005766095e+05 1.741824028e+05 1.027554592e+05
3.587262323e-01 1.006503008e+05 1.743027242e+05 1.028238352e+05
3.588434731e-01 1.007240334e+05 1.744230972e+05 1.028922430e+05
3.589607315e-01 1.007978075e+05 1.745435219e+05 1.029606827e+05
3.590780075e-01 1.008716228e+05 1.746639983e+05 1.030291541e+05
3.591953012e-01 1.009454796e+05 1.747845264e+05 1.030976574e+05
3.593126140e-01 1.010193788e+05 1.749051079e+05 1.031661934e+05
3.594299451e-01 1.010933198e+05 1.750257417e+05 1.032347617e+05
3.595472938e-01 1.011673022e+05 1.751464273e+05 1.033033618e+05
3.596646601e-01 1.012413261e+05 1.752671646e+05 1.033719937e+05
3.597820441e-01 1.013153915e+05 1.753879536e+05 1.034406575e+05
3.598994456e-01 1.013894984e+05 1.755087943e+05 1.035093532e+05
3.600168670e-01 1.014636482e+05 1.756296891e+05 1.035780820e+05
3.601343061e-01 1.015378395e+05 1.757506356e+05 1.036468428e+05
3.602517629e-01 1.016120724e+05 1.758716339e+05 1.037156355e+05
3.603692373e-01 1.016863469e+05 1.759926840e+05 1.037844600e+05
3.604867293e-01 1.017606630e+05 1.761137858e+05 1.038533166e+05
3.606042395e-01 1.018350210e+05 1.762349399e+05 1.039222053e+05
3.607217691e-01 1.019094218e+05 1.763561476e+05 1.039911270e+05
3.608393164e-01 1.019838641e+05 1.764774070e+05 1.040600807e+05
3.609568813e-01 1.020583482e+05 1.765987183e+05 1.041290663e+05
3.610744639e-01 1.021328739e+05 1.767200813e+05 1.041980839e+05
3.611920642e-01 1.022074414e+05 1.768414961e+05 1.042671335e+05
3.613096834e-01 1.022820513e+05 1.769629640e+05 1.043362157e+05
3.614273213e-01 1.023567037e+05 1.770844847e+05 1.044053306e+05
3.615449769e-01 1.024313978e+05 1.772060573e+05 1.044744775e+05
3.616626502e-01 1.025061336e+05 1.773276817e+05 1.045436564e+05
3.617803412e-01 1.025809113e+05 1.774493578e+05 1.046128674e+05
3.618980499e-01 1.026557308e+05 1.775710858e+05 1.046821103e+05
3.620157783e-01 1.027305934e+05 1.776928677e+05 1.047513865e+05
3.621335247e-01 1.028054980e+05 1.778147017e+05 1.048206950e+05
3.622512888e-01 1.028804445e+05 1.779365876e+05 1.048900354e+05
3.623690706e-01 1.029554329e+05 1.780585253e+05 1.049594080e+05
3.624868702e-01 1.030304632e+05 1.781805148e+05 1.050288126e+05
3.626046880e-01 1.031055357e+05 1.783025568e+05 1.050982497e+05
3.627225253e-01 1.031806514e+05 1.784246524e+05 1.051677199e+05
3.628403804e-01 1.032558090e+05 1.785467998e+05 1.052372222e+05
3.629582531e-01 1.033310085e+05 1.786689992e+05 1.053067566e+05
3.630761436e-01 1.034062501e+05 1.787912503e+05 1.053763231e+05
3.631940519e-01 1.034815337e+05 1.789135534e+05 1.054459218e+05
3.633119794e-01 1.035568603e+05 1.790359099e+05 1.055155535e+05
3.634299255e-01 1.036322294e+05 1.791583192e+05 1.055852179e+05
3.635478893e-01 1.037076407e+05 1.792807803e+05 1.056549144e+05
3.636658709e-01 1.037830940e+05 1.794032932e+05 1.057246431e+05
3.637838703e-01 1.038585894e+05 1.795258581e+05 1.057944040e+05
